"机构名称(中文)"	"机构ID"	"apply_numb"	"notice_date"	"name"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110138773.2"	"2012.01.18"	"非PVC软袋大输液生产线的T型接口供给装置"
"国电南京自动化股份有限公司"	"02600268"	"CN201110204894.2"	"2012.01.18"	"基于Zigbee无线通信的开入开出系统及其数据通信方法"
"中兴通讯股份有限公司"	"01000063"	"CN201110269694.5"	"2012.01.18"	"终端中IP地址管理方法及装置"
"重庆莱美药业股份有限公司"	"T000025730"	"CN201120211815.6"	"2012.01.18"	"一种防尘混药接口"
"重庆莱美药业股份有限公司"	"T000025730"	"CN201120211814.1"	"2012.01.18"	"一种防污染输液软袋"
"重庆莱美药业股份有限公司"	"T000025730"	"CN201120212564.3"	"2012.01.18"	"一种输液软袋"
"重庆莱美药业股份有限公司"	"T000025730"	"CN201120211734.6"	"2012.01.18"	"一种混药嘴"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120172264.7"	"2012.01.18"	"新型软袋输液接口"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120186027.6"	"2012.01.18"	"滚珠丝杠安保组件"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120226132.8"	"2012.01.18"	"干热灭菌器过滤器密封装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120209869.9"	"2012.01.18"	"带净化消毒功能的空调机组的控制模块"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120185808.3"	"2012.01.18"	"位移等量转换器"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120213977.3"	"2012.01.18"	"放射治疗设备的CAN总线控制装置"
"武汉高德红外股份有限公司"	"T000026754"	"CN201120147997.5"	"2012.01.18"	"一种非制冷式红外焦平面阵列探测器"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201120185530.X"	"2012.01.18"	"一种无线间隔离的测试系统"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201120176337.X"	"2012.01.18"	"一种用于ADSL产品生产测试的测试工装"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120186029.5"	"2012.02.15"	"治疗床外罩"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201020695507.0"	"2012.01.11"	"高压水喷淋装置"
"东莞勤上光电股份有限公司"	"T000055319"	"CN201020690180.8"	"2012.01.11"	"医用无影灯中心把手"
"深圳市远望谷信息技术股份有限公司"	"03133890"	"CN201020694699.3"	"2012.01.11"	"一种超高频射频识别读写器及相应的移动终端"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120199362.X"	"2012.01.11"	"一种X线诊断机电源电压的调控电路"
"重庆莱美药业股份有限公司"	"T000025730"	"CN201120211742.0"	"2012.02.08"	"一种硬双接口"
"重庆莱美药业股份有限公司"	"T000025730"	"CN201120212554.X"	"2012.02.08"	"一种混药接口"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120185911.8"	"2012.02.08"	"能量均整装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120216200.2"	"2012.02.08"	"放疗设备床面的水平微调机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120214558.1"	"2012.02.08"	"同源双能IGRT医用电子直线加速器"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120179800.6"	"2012.02.08"	"带缓冲槽的双软管口管焊接模具"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120172104.2"	"2012.02.08"	"新型软袋线封盖装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120172124.X"	"2012.02.08"	"新型错位式软袋转移装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120172229.5"	"2012.02.08"	"非PVC软袋大输液生产线的T型接口供给装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120214562.8"	"2012.02.08"	"血液辐照剂量测量体模"
"环旭电子股份有限公司"	"T000056421"	"CN201010542528.3"	"2012.03.14"	"盖体及使用该盖体的电子装置"
"舒泰神(北京)生物制药股份有限公司"	"T000035719"	"CN201110379134.5"	"2012.03.07"	"用于鼠源RNA病毒多重实时荧光PCR检测的引物、探针及其试剂盒"
"四川长虹电器股份有限公司"	"02600839"	"CN201110318006.X"	"2012.03.07"	"p沟道横向双扩散金属氧化物半导体器件"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110314642.5"	"2012.03.07"	"一种基于局域网的网络设备软件批量升级的方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110314588.4"	"2012.03.07"	"一种实现从传真业务到语音业务变更的方法及系统"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110315123.0"	"2012.03.07"	"一种网桥模式下对转发报文进行路由的方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110314649.7"	"2012.03.07"	"一种Linux网络架构下的网络应用服务质量保障方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110393278.6"	"2012.03.07"	"一种简易配置无线中继的方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110309581.3"	"2012.03.14"	"一种电子阴道镜光源亮度自动调节的方法及装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110337492.X"	"2012.03.14"	"全自动义齿雕铣机饼料夹持机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110338733.2"	"2012.03.14"	"全自动义齿雕铣机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110338708.4"	"2012.03.14"	"全自动雕铣机加工设备悬臂式工作台机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110338729.6"	"2012.03.14"	"全自动雕铣机加工设备电主轴固定装置"
"环旭电子股份有限公司"	"T000056421"	"CN201010258995.3"	"2012.03.14"	"外接式无线通讯电子装置与可携式电脑"
"环旭电子股份有限公司"	"T000056421"	"CN201010254652.X"	"2012.03.14"	"系统封装模块的制造方法及其封装结构"
"环旭电子股份有限公司"	"T000056421"	"CN201010252235.1"	"2012.03.14"	"具球栅阵列的系统封装模块及其制造方法"
"环旭电子股份有限公司"	"T000056421"	"CN201010257763.6"	"2012.03.14"	"通用即插即用系统及其操作方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110397432.7"	"2012.03.14"	"一种基于VOIP语音通信系统的实现传真方法"
"中兴通讯股份有限公司"	"01000063"	"CN201110384913.4"	"2012.03.14"	"一种物联网能力和终端融合的方法及系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110267945.6"	"2012.02.22"	"可滑动防护罩式医用清洗槽"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110293958.0"	"2012.02.22"	"夹持式塑瓶自动装箱机"
"江苏云意电气股份有限公司"	"T000056384"	"CN201120243023.7"	"2012.03.07"	"一种基于物联网的车辆远程监测系统调节器"
"深圳市远望谷信息技术股份有限公司"	"03133890"	"CN201120240320.6"	"2012.03.07"	"用于列车部件的温度测量系统"
"中兴通讯股份有限公司"	"01000063"	"CN201120259776.7"	"2012.03.07"	"一种电源模块和供电系统"
"中兴通讯股份有限公司"	"01000063"	"CN201120259842.0"	"2012.03.07"	"一种电源模块和供电系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120240971.5"	"2012.03.07"	"中能电子直线加速器"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120226090.8"	"2012.03.14"	"干热灭菌器热风循环风道"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120213677.5"	"2012.03.14"	"MV级影像接收装置机械臂"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201120292827.6"	"2012.03.14"	"一种电池固定结构"
"中兴通讯股份有限公司"	"01000063"	"CN201120259826.1"	"2012.02.29"	"一种电源模块和供电系统"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110223688.6"	"2012.03.21"	"一种胎心宫缩监护曲线报警范围调节的方法及装置"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110315124.5"	"2012.03.21"	"一种实现用户端设备的桥和路由混合连接方式的方法和系统"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110315090.X"	"2012.03.21"	"一种H.248通信终端向服务器注册的方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110171220.7"	"2012.03.28"	"放疗设备床面的水平微调机构"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110179077.6"	"2012.03.28"	"一种监护仪打印方法及系统"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110340735.5"	"2012.03.28"	"无源光网络中OLT对ONU进行动态网络配置的方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110334051.4"	"2012.03.28"	"LINUX下实现网络加速的方法"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201120278408.7"	"2012.03.21"	"检测空气温度的传感器及婴儿培养箱"
"重庆莱美药业股份有限公司"	"T000025730"	"CN201120212552.0"	"2012.03.28"	"一种防尘输液软袋"
"重庆莱美药业股份有限公司"	"T000025730"	"CN201120211684.1"	"2012.03.28"	"一种防污染混药接口"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110409063.9"	"2012.03.21"	"一种确保无线组播可靠性的传输方法"
"深圳迈瑞生物医疗电子股份有限公司"	"T000138376"	"CN201120241240.2"	"2012.02.22"	"一种麻醉机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110299450.1"	"2012.02.22"	"拨叉式灭菌盘自动装卸机"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201130395815.1"	"2012.03.21"	"双面光疗设备"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201130308074.9"	"2012.03.07"	"台式干燥柜"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201130308081.9"	"2012.03.07"	"多功能干燥柜"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201130325871.8"	"2012.03.07"	"医用传递窗(下开门双门电动升降)"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201130380287.2"	"2012.03.21"	"电力线通信设备(PLC)"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201130329370.7"	"2012.03.14"	"多功能移动式电脑桌"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201130290474.1"	"2012.02.15"	"电动升降搬运车"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201130266303.5"	"2012.04.04"	"玻璃钢床被服单元消毒机"
"江苏长电科技股份有限公司"	"03130393"	"CN201130154066.3"	"2012.01.04"	"封装结构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201130188018.6"	"2012.01.04"	"移动激光定位系统"
"中兴通讯股份有限公司"	"01000063"	"CN201010277545.9"	"2012.04.04"	"一种减少用户识别卡文件擦写操作次数的方法及装置"
"中兴通讯股份有限公司"	"01000063"	"CN201010277675.2"	"2012.04.04"	"一种存储业务数据的方法及系统"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110325884.4"	"2012.04.04"	"电网数据处理方法和装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110337551.3"	"2012.04.04"	"全自动义齿雕铣机旋转轴轴座"
"舒泰神(北京)生物制药股份有限公司"	"T000035719"	"CN201110340727.0"	"2012.04.04"	"用于检测小鼠淋巴细胞性脉络丛脑膜炎病毒的引物、探针及其方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110352505.0"	"2012.04.04"	"一种接入外网的方法及装置"
"舒泰神(北京)生物制药股份有限公司"	"T000035719"	"CN201110379491.1"	"2012.04.04"	"用于同时检测小鼠腺病毒和脱脚病病毒的多重实时荧光PCR引物、探针及其试剂盒"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110412239.6"	"2012.04.04"	"一种编译方法及装置"
"山推工程机械股份有限公司"	"01000680"	"CN201120306500.X"	"2012.04.04"	"一种摊铺机数字操纵台"
"白银有色集团股份有限公司"	"T000034977"	"CN201130376670.0"	"2012.03.28"	"靶排"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201130401995.X"	"2012.03.28"	"内窥镜存储柜"
"中兴通讯股份有限公司"	"01000063"	"CN201010503835.0"	"2012.05.02"	"一种通用的无线传感器网络系统及其信息处理方法"
"珠海全志科技股份有限公司"	"T000061152"	"CN201010508429.3"	"2012.05.09"	"跨异步时钟域的并串数据流实时转换传输方法和装置"
"中兴通讯股份有限公司"	"01000063"	"CN201010510072.2"	"2012.05.09"	"一种视频监控系统及其接入物联网的方法和系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201010555575.1"	"2012.05.30"	"净化消毒空调器控制系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110275863.6"	"2012.05.09"	"下开门双门电动升降传递窗"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110293990.9"	"2012.05.02"	"软袋全自动物流系统"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110315125.X"	"2012.04.11"	"实现至少两种操作模式下的3G数据卡连通通讯的方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110340788.7"	"2012.04.11"	"一种实现网络增强隔离区的方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110359243.0"	"2012.04.18"	"一种医用抗干扰红外通信方法及装置"
"深圳和而泰智能控制股份有限公司"	"T000026675"	"CN201110376219.8"	"2012.04.11"	"自动在XML界面显示多个终端的方法及系统"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110389263.2"	"2012.04.18"	"一种系统日志存储方法及路由器"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110389324.5"	"2012.04.11"	"一种服务质量调度方法和装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110396613.8"	"2012.05.09"	"医用冲洗消毒装置"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110399938.1"	"2012.04.18"	"无线设备与上行网络接入设备自动连接的方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110404682.9"	"2012.04.25"	"一种复位电流补偿式突发性接收光功率监控机"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110405579.6"	"2012.04.11"	"一种无线局域网中无线网卡吞吐量的测试方法及系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110408961.2"	"2012.05.02"	"蒸汽清洗蒸发器装置"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110459135.0"	"2012.05.02"	"一种使用3G数据卡上网的方法及设备"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201120137978.4"	"2012.04.25"	"一种插销结构"
"中兴通讯股份有限公司"	"01000063"	"CN201120259824.2"	"2012.05.09"	"一种电源模块和供电系统"
"广州杰赛科技股份有限公司"	"T000026694"	"CN201120276302.3"	"2012.05.09"	"放射性物质监测装置"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201120283490.2"	"2012.05.02"	"一种悬挂式推拉固定结构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120348931.2"	"2012.05.02"	"器械牌"
"杭州士兰微电子股份有限公司"	"03130242"	"CN201120352828.5"	"2012.05.09"	"集成电路管脚接触状态检测装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120369838.X"	"2012.05.30"	"粉液双室软袋传送夹具"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201210002998.X"	"2012.04.18"	"使用IGMP实现内网穿透的方法和内网穿透系统"
"中兴通讯股份有限公司"	"01000063"	"CN201010518584.3"	"2012.05.16"	"一种视频监控前端及其向物联网上报数据的方法"
"比亚迪股份有限公司"	"T000001787"	"CN201010525295.6"	"2012.05.16"	"一种液晶模组回收方法"
"中兴通讯股份有限公司"	"01000063"	"CN201010531256.7"	"2012.05.23"	"一种网络接入方法、控制站及设备"
"深圳市雄帝科技股份有限公司"	"T000058694"	"CN201010546468.2"	"2012.05.23"	"一种身份认证的方法和系统"
"深圳市雄帝科技股份有限公司"	"T000058694"	"CN201010546472.9"	"2012.05.23"	"手机卡实名认证的方法和系统"
"中兴通讯股份有限公司"	"01000063"	"CN201010549625.5"	"2012.05.23"	"一种网络接入方法和系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120240752.7"	"2012.05.30"	"摄影自动曝光控制系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120320026.6"	"2012.05.30"	"医用瓶类物品干燥柜"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120320028.5"	"2012.05.30"	"按钮式门把手"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201120324046.0"	"2012.05.30"	"一种模块推拉锁定结构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120329758.1"	"2012.05.30"	"干燥柜"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120329921.4"	"2012.05.30"	"多功能清洗中心"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120339400.7"	"2012.05.23"	"可滑动防护罩式医用清洗槽"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120348638.6"	"2012.05.30"	"一种密封下送车"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120348762.2"	"2012.05.30"	"垂直滑动导向定位机构"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201120351133.5"	"2012.05.30"	"具有过压保护的开关电源电路"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201120354826.X"	"2012.06.06"	"一种辅箱拼接装置"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201120354827.4"	"2012.06.06"	"一种密封装配结构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120369563.X"	"2012.05.30"	"连续式分道机滑块"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120369564.4"	"2012.05.30"	"顶升移行机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120369571.4"	"2012.05.30"	"粉液双室袋上袋装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120369846.4"	"2012.05.30"	"玻瓶全自动物流系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120370544.9"	"2012.05.30"	"塑瓶自动装卸盘新型夹具"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120371682.9"	"2012.05.30"	"电动提升输送机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120371683.3"	"2012.05.30"	"90°转向单元"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120371696.0"	"2012.05.30"	"塑瓶自动装箱机快速上瓶机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120376648.0"	"2012.05.30"	"粉液双室袋自动分装装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120376651.2"	"2012.05.30"	"纸箱衬箱机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120376652.7"	"2012.05.30"	"新型塑瓶自动装卸盘机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120376847.1"	"2012.05.30"	"软袋全自动物流系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120376941.7"	"2012.05.30"	"多袋软袋外包机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120377041.4"	"2012.05.30"	"软袋分线装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120377052.2"	"2012.05.30"	"拨叉式灭菌盘自动装卸机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120377085.7"	"2012.05.30"	"子母扣式上袋转移装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120377123.9"	"2012.05.30"	"塑瓶翻转传送机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120377137.0"	"2012.05.30"	"塑瓶自动装箱机新型夹具"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120378002.6"	"2012.05.30"	"粉液双室袋全自动夹具装卸机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120378073.6"	"2012.05.30"	"大容量软袋灯检机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120420792.X"	"2012.06.06"	"高压发生器机械结构"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201110219782.4"	"2012.04.11"	"检测空气温度的传感器及婴儿培养箱"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120311527.8"	"2012.05.30"	"电动升降搬运车"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120348779.8"	"2012.05.30"	"下开门双门电动升降传递窗"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120351465.3"	"2012.05.30"	"多功能移动式电脑桌"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN201010613548.5"	"2012.07.04"	"基于多网络融合的面向物联网的机器人"
"中兴通讯股份有限公司"	"01000063"	"CN201110023262.6"	"2012.07.25"	"一种M2M管理系统及方法"
"宝山钢铁股份有限公司"	"02600019"	"CN201110027268.0"	"2012.07.25"	"一种马氏体不锈钢及其制造方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110293271.7"	"2012.06.20"	"软袋装箱机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110293943.4"	"2012.06.20"	"皮带铲式软袋装卸工具"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110297637.8"	"2012.06.20"	"一种电子阴道镜无线控制方法及装置"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201110301645.5"	"2012.06.20"	"二维数据块的传输方法及系统"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110302238.6"	"2012.06.20"	"一种基于多晶片超声传感器的信号检测方法及装置"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110304535.4"	"2012.06.20"	"一种热敏头加热时间控制装置及方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110314830.8"	"2012.06.20"	"一种快速完成终端设备WEB用户界面修改与扩展的方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110315121.1"	"2012.06.20"	"一种避免数据混乱的内存回收方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110316032.9"	"2012.06.20"	"一种借助机器翻译系统生成规范外文页面的方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110329456.9"	"2012.06.20"	"一种数字化胎监条图生成方法及其系统"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110337063.2"	"2012.06.20"	"一种母亲生命体征及胎儿联合监护方法及系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110337485.X"	"2012.06.20"	"全自动义齿雕铣机自动换刀机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110337993.8"	"2012.06.20"	"具有连杆式门盖开启机构的义齿雕铣机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110338403.3"	"2012.06.20"	"全自动义齿雕铣机自定义按钮控制装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201110338639.7"	"2012.06.20"	"全自动义齿雕铣机双冷却装置"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110349323.8"	"2012.06.20"	"一种多参数监护仪图形界面布局设置的装置和方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110356191.1"	"2012.06.20"	"一种电子设备克服静电影响的方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110359246.4"	"2012.06.13"	"一种生物电信号采集装置及方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110362694.X"	"2012.06.13"	"一种产科超声检测方法及系统"
"杭州士兰微电子股份有限公司"	"03130242"	"CN201110370610.7"	"2012.06.20"	"集成电路通用输入/输出参数自动测试装置及方法"
"康佳集团股份有限公司"	"01000016"	"CN201110371259.3"	"2012.06.27"	"基于外观信息识别的物联网终端智能配置方法及系统"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110380292.2"	"2012.06.20"	"一种声谱图最大频率提取的方法和装置"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110387403.2"	"2012.06.13"	"一种应用于医疗设备的具有同步整流控制的谐振变换电路"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110399946.6"	"2012.06.27"	"在特异硬件平台上移植通用引导装载程序的方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110406150.9"	"2012.06.27"	"一种实现家庭网关的软件界面自定制功能的方法及装置"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110410421.8"	"2012.06.13"	"一种在VOIP语音通信系统中实现多WAN连接的路由方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110431630.0"	"2012.06.13"	"一种调节超声成像设备取样框的方法和装置"
"深圳莱宝高科技股份有限公司"	"03133212"	"CN201110436004.0"	"2012.06.27"	"薄膜晶体管、使用该薄膜晶体管的阵列基板及其制作方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110437409.6"	"2012.06.27"	"一种血氧测量装置和方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110447407.5"	"2012.06.27"	"一种胎儿监护报警方法和装置"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201110447409.4"	"2012.06.27"	"一种超声成像设备中视频制式转换方法与转换装置"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110448989.9"	"2012.07.25"	"一种应用于以太网供电系统中受电设备的受电电路"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201110457737.2"	"2012.06.27"	"喷淋清洗槽"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120378037.X"	"2012.07.04"	"软袋装箱机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120424951.3"	"2012.07.04"	"全自动义齿雕铣机旋转轴轴座"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120426131.8"	"2012.07.04"	"分段式理袋输送系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120462224.6"	"2012.07.11"	"两层登高车"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120489998.8"	"2012.07.25"	"新型脉动真空灭菌器"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120505607.7"	"2012.07.25"	"灭菌器密封门的升降机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120510684.1"	"2012.07.25"	"密封门障碍保护装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201120512261.3"	"2012.07.25"	"蒸汽清洗蒸发器装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201210002728.9"	"2012.06.27"	"培养基制备器"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201210002915.7"	"2012.06.27"	"高速网络协议深度检测装置及检测方法"
"舒泰神(北京)生物制药股份有限公司"	"T000035719"	"CN201210028081.7"	"2012.07.25"	"用于通便和清肠的药物组合物及其制备方法"
"山东大正医疗器械股份有限公司"	"T000141574"	"CN201210033652.6"	"2012.07.04"	"体外引流系统的压力监测及调节装置"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201210036243.1"	"2012.07.25"	"一种超声图像存储方法及系统"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201210043434.0"	"2012.07.11"	"一种家庭网关对CWMP工单配置的处理方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201210064829.9"	"2012.07.25"	"一种高可靠性的气体浓度测量方法及装置"
"中兴通讯股份有限公司"	"01000063"	"CN201010589215.3"	"2012.07.04"	"经未注册驻地网关访问物联网业务服务器的方法及系统"
"中兴通讯股份有限公司"	"01000063"	"CN201010597689.2"	"2012.07.11"	"一种智能家居网关设备"
"中兴通讯股份有限公司"	"01000063"	"CN201010601866.X"	"2012.07.11"	"物联网中的密钥生成方法、系统和设备"
"中兴通讯股份有限公司"	"01000063"	"CN201010610642.5"	"2012.07.04"	"物联网终端互通的方法及系统"
"珠海格力电器股份有限公司"	"01000651"	"CN201010611596.0"	"2012.07.11"	"物联网家电系统"
"中兴通讯股份有限公司"	"01000063"	"CN201110001718.9"	"2012.07.18"	"一种对物联网应用进行开放式开发的方法及系统"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110391201.5"	"2012.07.18"	"3G数据卡使用系统中自动确定呼叫连接配置的方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201110418287.6"	"2012.07.04"	"测试xDSL设备数据传输性能的方法"
