"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"	"patent_name"
"东软集团股份有限公司"	"02600718"	"CN106778636A"	"20170531"	"身份验证方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106778652A"	"20170531"	"人体活动识别方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106778785A"	"20170531"	"构建图像特征提取模型的方法及图像识别的方法、装置"
"东软集团股份有限公司"	"02600718"	"CN106778785B"	"20190917"	"构建图像特征提取模型的方法及图像识别的方法、装置"
"东软集团股份有限公司"	"02600718"	"CN106778864A"	"20170531"	"初始样本选择方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106780024A"	"20170531"	"交易异常监测方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106780254A"	"20170531"	"行车安全分析方法及终端设备"
"东软集团股份有限公司"	"02600718"	"CN106780472A"	"20170531"	"肿瘤包绕血管的包绕程度确定方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106781436A"	"20170531"	"交通事故处理方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106781454A"	"20170531"	"驾驶行为的评估方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106781454B"	"20190719"	"驾驶行为的评估方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106781521A"	"20170531"	"交通信号灯的识别方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106781692A"	"20170531"	"车辆碰撞预警的方法、装置及系统"
"中国西电电气股份有限公司"	"T000025764"	"CN106782960A"	"20170531"	"一种轻量化GIS避雷器"
"中国西电电气股份有限公司"	"T000025764"	"CN106783092A"	"20170531"	"一种阀侧套管尾部的联接结构"
"中国西电电气股份有限公司"	"T000025764"	"CN106783092B"	"20180629"	"一种阀侧套管尾部的联接结构"
"中国西电电气股份有限公司"	"T000025764"	"CN106783167A"	"20170531"	"一种具有降噪装置的电力电容器"
"中国西电电气股份有限公司"	"T000025764"	"CN106783167B"	"20181116"	"一种具有降噪装置的电力电容器"
"中国西电电气股份有限公司"	"T000025764"	"CN106783303A"	"20170531"	"一种高压开关分合闸动作机械特性监测方法及设备"
"中国西电电气股份有限公司"	"T000025764"	"CN106783303B"	"20180914"	"一种高压开关分合闸动作机械特性监测方法及设备"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106783712A"	"20170531"	"在AWC系统中验证动态晶圆中心偏差位置的方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106783712B"	"20190702"	"在AWC系统中验证动态晶圆中心偏差位置的方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106784292A"	"20170531"	"一种多芯MgB<sub>2</sub>超导线材的制备方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106785481A"	"20170531"	"一种ISM频段八木天线"
"中国西电电气股份有限公司"	"T000025764"	"CN106786910A"	"20170531"	"一种同时适用于MMC换流阀子模块交直流充电的方法"
"中国西电电气股份有限公司"	"T000025764"	"CN106786910B"	"20191227"	"一种同时适用于MMC换流阀子模块交直流充电的方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106787035A"	"20170531"	"无线充电发送装置、接收装置、系统及方法"
"东软集团股份有限公司"	"02600718"	"CN106789152A"	"20170531"	"基于多队列网卡的处理器扩展方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106789415A"	"20170531"	"设备信息的采集方法、装置及系统"
"东软集团股份有限公司"	"02600718"	"CN106789588A"	"20170531"	"标签传播方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106789588B"	"20191022"	"标签传播方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106789617A"	"20170531"	"一种报文转发方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106789666A"	"20170531"	"一种确定转换后端口的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106789723A"	"20170531"	"多核网络转发限速的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106789723B"	"20191206"	"多核网络转发限速的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106789871A"	"20170531"	"攻击检测方法、装置、网络设备及终端设备"
"东软集团股份有限公司"	"02600718"	"CN106789895A"	"20170531"	"压缩文本检测方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106790108A"	"20170531"	"协议数据解析方法、装置和系统"
"东软集团股份有限公司"	"02600718"	"CN106790108B"	"20191206"	"协议数据解析方法、装置和系统"
"东软集团股份有限公司"	"02600718"	"CN106790109A"	"20170531"	"数据匹配方法和装置、协议数据分析方法、装置和系统"
"东软集团股份有限公司"	"02600718"	"CN106790109B"	"20200124"	"数据匹配方法和装置、协议数据分析方法、装置和系统"
"东软集团股份有限公司"	"02600718"	"CN106790172A"	"20170531"	"一种文件共享方法及服务器、客户端"
"东软集团股份有限公司"	"02600718"	"CN106790269A"	"20170531"	"应用程序超时登录的恢复方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106790366A"	"20170531"	"访问网站识别方法和装置及构建用户画像的方法和服务器"
"东软集团股份有限公司"	"02600718"	"CN106790441A"	"20170531"	"创建策略模板表的方法及装置、会话处理的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106790441B"	"20200114"	"创建策略模板表的方法及装置、会话处理的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106790462A"	"20170531"	"短句传输方法及系统、服务器、发送客户端、接收客户端"
"东软集团股份有限公司"	"02600718"	"CN106790462B"	"20191206"	"短句传输方法及系统、服务器、发送客户端、接收客户端"
"东软集团股份有限公司"	"02600718"	"CN106790487A"	"20170531"	"帮助信息的显示方法、装置及系统"
"东软集团股份有限公司"	"02600718"	"CN106790603A"	"20170531"	"消息交互的方法、装置及系统"
"东软集团股份有限公司"	"02600718"	"CN106790925A"	"20170531"	"电话号码的搜索方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106790952A"	"20170531"	"骚扰电话的拦截方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106791469A"	"20170531"	"图像数据的处理方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106792131A"	"20170531"	"数据传输方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106792131B"	"20190802"	"数据传输方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106792528A"	"20170531"	"数据传输方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106792528B"	"20191108"	"数据传输方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106792621A"	"20170531"	"查找设备的方法、装置及系统"
"东软集团股份有限公司"	"02600718"	"CN106792666A"	"20170531"	"保护无线网络连接中网络敏感信息的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106792697A"	"20170531"	"WiFi连接的限制方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106792810A"	"20170531"	"网络信息的配置方法、装置及系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106802215A"	"20170606"	"一种水管漏水检测装置及检测方法"
"东软集团股份有限公司"	"02600718"	"CN106802933A"	"20170606"	"一种新闻列表区域的确定方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106802940A"	"20170606"	"一种计算文本主题模型的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106802940B"	"20190607"	"一种计算文本主题模型的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106803099A"	"20170606"	"一种数据处理方法和装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106803261A"	"20170606"	"机器人相对位姿估计方法"
"东软集团股份有限公司"	"02600718"	"CN106815147A"	"20170609"	"一种测试脚本生成方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106815147B"	"20191011"	"一种测试脚本生成方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106815214A"	"20170609"	"最优主题数计算方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106815214B"	"20191122"	"最优主题数获取方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106815312A"	"20170609"	"一种驾驶员评价方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106815322A"	"20170609"	"一种数据处理的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106815520A"	"20170609"	"引擎保护方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106815639A"	"20170609"	"流数据的异常点检测方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106817250A"	"20170609"	"一种动态选举方法及系统"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN106819471A"	"20170613"	"一种新丹系母猪妊娠期破碎饲料及其制备方法"
"东北制药集团股份有限公司"	"01000597"	"CN106822155A"	"20170613"	"依非韦伦、拉米夫定及富马酸替诺福韦酯三联复方片中片及其制备方法"
"东北制药集团股份有限公司"	"01000597"	"CN106822155B"	"20191011"	"依非韦伦、拉米夫定及富马酸替诺福韦酯三联复方片中片及其制备方法"
"东软集团股份有限公司"	"02600718"	"CN106843909A"	"20170613"	"支持渠道定制的渠道打包方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106843984A"	"20170613"	"应用数据库的更新方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106844036A"	"20170613"	"物理设备的访问方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106844212A"	"20170613"	"缺陷管理平台的集成方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106844557A"	"20170613"	"信息推荐方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106844772A"	"20170613"	"应用数据库的更新方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106844872A"	"20170613"	"确定系统预热时间的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106844872B"	"20200214"	"确定系统预热时间的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106846299A"	"20170613"	"一种检测区域的校正方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106846908A"	"20170613"	"道路的危险判断方法和装置"
"奥维通信股份有限公司"	"03134689"	"CN106848563A"	"20170613"	"一种PCB双频通信天线"
"东软集团股份有限公司"	"02600718"	"CN106851004A"	"20170613"	"电话号码的搜索方法及装置"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106854725A"	"20170616"	"一种Ti<sub>2</sub>AlNb基合金及其铸锭的制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106854725B"	"20190319"	"一种Ti2AlNb基合金及其铸锭的制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106854742A"	"20170616"	"一种冷镦用TC16合金盘圆丝材的制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106854742B"	"20181106"	"一种冷镦用TC16合金盘圆丝材的制备方法"
"西安标准工业股份有限公司"	"02600302"	"CN106855899A"	"20170616"	"一种降低工业平缝机振动的方法"
"东软集团股份有限公司"	"02600718"	"CN106856450A"	"20170616"	"基于社交网络的社交信息生成方法和装置"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN106858132A"	"20170620"	"一种促进蛋鸡消化器官发育的育成期饲料及其制备方法"
"东软集团股份有限公司"	"02600718"	"CN106861982A"	"20170620"	"喷涂控制方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106861982B"	"20190222"	"喷涂控制方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106874447A"	"20170620"	"一种数据展示方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106874447B"	"20190827"	"一种数据展示方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106874811A"	"20170620"	"磁条卡数据读取方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106874840A"	"20170620"	"车辆信息识别方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106874840B"	"20191022"	"车辆信息识别方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106874845A"	"20170620"	"图像识别的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106874931A"	"20170620"	"用户画像分群方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106875037A"	"20170620"	"风力预测方法及装置"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106875623A"	"20170620"	"国土资源监控方法"
"东软集团股份有限公司"	"02600718"	"CN106875679A"	"20170620"	"识别伴随车辆的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106878562A"	"20170620"	"控制wifi功能开关的方法及装置"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106888249A"	"20170623"	"布设用于国土资源监控的传感组件的方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106890493A"	"20170627"	"一种带滤网的砂芯漏斗"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106890613A"	"20170627"	"一种新型超声微波控温反应釜"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106890685A"	"20170627"	"一种新型蒸发皿加热装置"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106890686A"	"20170627"	"一种带摇床的新型恒温水浴锅"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892796A"	"20170627"	"一种新型的OLED中间体材料制备方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892805A"	"20170627"	"一种4-(4-羟基苯基)环己酮的合成方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892824A"	"20170627"	"一种基于芳胺取代的蒽类衍生物OLED材料制备方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892847A"	"20170627"	"一种三(叔丁基苯基)硫溴的合成方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892865A"	"20170627"	"一种2,4-二氯-6-对甲苯基喹啉的合成方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892872A"	"20170627"	"一种2-(4-溴苯基)-4-联苯基-6-苯基嘧啶的合成方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892880A"	"20170627"	"一种2-(1-羟基-萘基)-苯并噻唑锌的合成方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892908A"	"20170627"	"一种5-(8-溴-2,3-二苯基喹喔啉-5-yl)噻吩-2-甲醛的合成方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892925A"	"20170627"	"一种基于吡咯并咔唑衍生物的OLED材料及其制备方法"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106894269A"	"20170627"	"一种具有滤水功能的高频疏解机"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106895676A"	"20170627"	"一种具有振荡功能的恒温干燥箱"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106896037A"	"20170627"	"一种系统的毛细管粘度计自动测定装置"
"东软集团股份有限公司"	"02600718"	"CN106896329A"	"20170627"	"一种电池端电压的预测方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106896329B"	"20200107"	"一种电池端电压的预测方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106896330A"	"20170627"	"一种关于电池剩余电量的数据处理方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106896330B"	"20190517"	"一种关于电池剩余电量的数据处理方法及装置"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106896485A"	"20170627"	"一种具有计时功能的显微镜护手装置"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106896572A"	"20170627"	"一种可以调节显示亮度的液晶显示模组"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106896785A"	"20170627"	"一种基于BIM的有机合成自动控制系统"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106897694A"	"20170627"	"用于国土资源监控的违建场景识别方法"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106897731A"	"20170627"	"用于国土资源监控的目标跟踪系统"
"东软集团股份有限公司"	"02600718"	"CN106899604A"	"20170627"	"数据包过滤规则的处理方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106899605A"	"20170627"	"基于STOMP协议的通信方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106909391A"	"20170630"	"应用程序的定制方法及装置"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106910190A"	"20170630"	"用于国土资源监控的违建场景识别系统"
"东软集团股份有限公司"	"02600718"	"CN106911569A"	"20170630"	"路由方法、装置及节点设备"
"东软集团股份有限公司"	"02600718"	"CN106911569B"	"20191008"	"路由方法、装置及节点设备"
"金堆城钼业股份有限公司"	"03134603"	"CN106914498A"	"20170704"	"一种用于轧制钼合金管材的加热装置及加热方法"
"金堆城钼业股份有限公司"	"03134603"	"CN106914498B"	"20181214"	"一种用于轧制钼合金管材的加热装置及加热方法"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN106914626B"	"20200221"	"一种超细金属粉末的制备装置和制备方法"
"东软集团股份有限公司"	"02600718"	"CN106919681A"	"20170704"	"错别字的纠错方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106921802A"	"20170704"	"音频数据的播放方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106933446A"	"20170707"	"终端界面显示内容的位置调整方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106933591A"	"20170707"	"代码合并的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106933741A"	"20170707"	"联调测试的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106934318A"	"20170707"	"扫码处理方法、装置及系统"
"东软集团股份有限公司"	"02600718"	"CN106934958A"	"20170707"	"POS机打印的设置方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106941579A"	"20170711"	"图像扫描的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106941579B"	"20190315"	"图像扫描的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106941672A"	"20170711"	"应用软件异常处理的方法及装置"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN106945288B"	"20190514"	"一种增材制造设备刮刀故障自动处理方法"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN106949269A"	"20170714"	"高压双软管隔膜泵用单向阀及单向阀组"
"东软集团股份有限公司"	"02600718"	"CN106951236A"	"20170714"	"插件的开发方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106951306A"	"20170714"	"一种STW检测方法、装置及设备"
"东软集团股份有限公司"	"02600718"	"CN106951306B"	"20200103"	"一种STW检测方法、装置及设备"
"东软集团股份有限公司"	"02600718"	"CN106951405A"	"20170714"	"基于排版引擎的数据处理方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106951531A"	"20170714"	"数据查询方法及装置"
"荣科科技股份有限公司"	"T000055759"	"CN106951719A"	"20170714"	"临床诊断模型的构建方法及构建系统、临床诊断系统"
"东软集团股份有限公司"	"02600718"	"CN106952111A"	"20170714"	"个性化推荐方法及装置"
"中国西电电气股份有限公司"	"T000025764"	"CN106952754A"	"20170714"	"用于断路器液压操动机构的充能装置"
"中国西电电气股份有限公司"	"T000025764"	"CN106952754B"	"20190528"	"用于断路器液压操动机构的充能装置"
"东软集团股份有限公司"	"02600718"	"CN106963386A"	"20170721"	"眼睛眨动识别方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106963386B"	"20191206"	"眼睛眨动识别方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106971624A"	"20170721"	"超车预警的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN106980089A"	"20170725"	"一种电池荷电状态确定方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106980089B"	"20191011"	"一种电池荷电状态确定方法及装置"
"东软集团股份有限公司"	"02600718"	"CN106991436A"	"20170728"	"噪声点检测方法及装置"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN107002168B"	"20190122"	"一种在湿态固体中同步浸出和吸附的金属提取方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107012416A"	"20170804"	"一种生物医用β型钛合金棒材的热处理方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107012416B"	"20190319"	"一种生物医用β型钛合金棒材的热处理方法"
"沈阳机床股份有限公司"	"01000410"	"CN107024908A"	"20170808"	"机床控制系统的生产和维护人机界面"
"沈阳机床股份有限公司"	"01000410"	"CN107024908B"	"20190430"	"机床控制系统的生产和维护人机界面的设计方法"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035840A"	"20170811"	"一种高能容闭锁式液力变矩器"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035841A"	"20170811"	"一种小吨位叉车用液力变矩器"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035842A"	"20170811"	"一种适用于中重型车辆及特种车辆底盘的液力变矩器"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035842B"	"20200221"	"一种适用于中重型车辆及特种车辆底盘的液力变矩器"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035843A"	"20170811"	"一种高能容超扁平汽车用液力变矩器"
"东软集团股份有限公司"	"02600718"	"CN107038057A"	"20170811"	"创建类的方法及装置"
"荣科科技股份有限公司"	"T000055759"	"CN107038343A"	"20170811"	"临床诊断模型的构建方法及构建系统、临床诊断系统"
"东软集团股份有限公司"	"02600718"	"CN107045616A"	"20170815"	"扫描引擎的扫描方法及扫描装置"
"东软集团股份有限公司"	"02600718"	"CN107046474A"	"20170815"	"一种服务集群"
"东软集团股份有限公司"	"02600718"	"CN107046474B"	"20191213"	"一种服务集群"
"金堆城钼业股份有限公司"	"03134603"	"CN107055616A"	"20170818"	"一种二硫化钼的降杂工艺"
"金堆城钼业股份有限公司"	"03134603"	"CN107055616B"	"20181218"	"一种二硫化钼的降杂工艺"
"中国西电电气股份有限公司"	"T000025764"	"CN107061743A"	"20170818"	"一种断路器用密封传动装置"
"东软集团股份有限公司"	"02600718"	"CN107066237A"	"20170818"	"一种数据处理方法及装置"
"东软集团股份有限公司"	"02600718"	"CN107066560A"	"20170818"	"文本分类的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN107066560B"	"20191206"	"文本分类的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN107066787A"	"20170818"	"车辆行程的评分方法及装置"
"东软集团股份有限公司"	"02600718"	"CN107066787B"	"20181123"	"车辆行程的评分方法及装置"
"西安天和防务技术股份有限公司"	"T000058570"	"CN107066922A"	"20170818"	"用于国土资源监控的目标追踪方法"
"东软集团股份有限公司"	"02600718"	"CN107067032A"	"20170818"	"数据分类的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN107070852A"	"20170818"	"网络攻击检测方法和装置"
"东软集团股份有限公司"	"02600718"	"CN107085532A"	"20170822"	"任务监听方法和装置"
"东软集团股份有限公司"	"02600718"	"CN107085532B"	"20191213"	"任务监听方法和装置"
"中国西电电气股份有限公司"	"T000025764"	"CN107086148A"	"20170822"	"一种大功率转动输入装置"
"中国西电电气股份有限公司"	"T000025764"	"CN107086148B"	"20190802"	"一种大功率转动输入装置"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN107086536B"	"20190305"	"一种基于物联网的智能型继电测试保护仪"
"东软集团股份有限公司"	"02600718"	"CN107105499A"	"20170829"	"一种设备定位方法及终端设备"
"西安标准工业股份有限公司"	"02600302"	"CN107119394A"	"20170901"	"双曲柄驱动的剪线机构"
"中国西电电气股份有限公司"	"T000025764"	"CN107121583A"	"20170901"	"一种无感电阻单元"
"东软集团股份有限公司"	"02600718"	"CN107122461A"	"20170901"	"一种出行轨迹聚类方法、装置及设备"
"东软集团股份有限公司"	"02600718"	"CN107122461B"	"20190813"	"一种出行轨迹聚类方法、装置及设备"
"东软集团股份有限公司"	"02600718"	"CN107124407A"	"20170901"	"数据传输方法、装置、可读存储介质、电子设备及系统"
"东软集团股份有限公司"	"02600718"	"CN107124407B"	"20190913"	"数据传输方法、装置、可读存储介质、电子设备及系统"
"东软集团股份有限公司"	"02600718"	"CN107133309A"	"20170905"	"流程实例的存储、查询方法及装置、存储介质及电子设备"
"东软集团股份有限公司"	"02600718"	"CN107133741A"	"20170905"	"待办任务处理方法、装置、可读存储介质及电子设备"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107138523A"	"20170908"	"一种TB9钛合金丝棒材及其轧制方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107138523B"	"20190702"	"一种TB9钛合金丝棒材及其轧制方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107140431A"	"20170908"	"物料车自动转运机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107140431B"	"20181207"	"物料车自动转运机构"
"东软集团股份有限公司"	"02600718"	"CN107145529A"	"20170908"	"一种数据处理方法及装置"
"陕西合成药业股份有限公司"	"T000122186"	"CN107151257A"	"20170912"	"一种磷酸左奥硝唑酯二钠六水合物晶型及其制备方法"
"西安派瑞功率半导体变流技术股份有限公司"	"T004326876"	"CN107153129A"	"20170912"	"螺栓型电力半导体器件自动压装测试夹具"
"中国西电电气股份有限公司"	"T000025764"	"CN107154318A"	"20170912"	"一种弹簧操动机构用单向离合器的保护电路和保护方法"
"中国西电电气股份有限公司"	"T000025764"	"CN107154318B"	"20190906"	"一种弹簧操动机构用单向离合器的保护电路和保护方法"
"中国西电电气股份有限公司"	"T000025764"	"CN107167715A"	"20170915"	"一种智能化GIS局放IED试验回路及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN107167715B"	"20190927"	"一种智能化GIS局放IED试验回路及方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107170526A"	"20170915"	"高临界电流密度铌三锡超导线材用铜铌复合棒的制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107177753A"	"20170919"	"一种控制大规格TC4‑DT钛合金铸锭凝固组织的方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107177753B"	"20190115"	"一种控制大规格TC4-DT钛合金铸锭凝固组织的方法"
"东软集团股份有限公司"	"02600718"	"CN107180117A"	"20170919"	"图表推荐方法、装置和计算机设备"
"东软集团股份有限公司"	"02600718"	"CN107180288A"	"20170919"	"驾驶行为能耗测算方法、装置、存储介质及电子设备"
"中国西电电气股份有限公司"	"T000025764"	"CN107180726A"	"20170919"	"一种高压开关分合闸传动结构及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN107180726B"	"20181221"	"一种高压开关分合闸传动结构及方法"
"西安派瑞功率半导体变流技术股份有限公司"	"T004326876"	"CN107180866A"	"20170919"	"晶闸管分支满布N+放大门极"
"沈阳芯源微电子设备股份有限公司"	"T002924894"	"CN107192499B"	"20190604"	"一种多工位检测机械手真空状态的装置"
"中国西电电气股份有限公司"	"T000025764"	"CN107192945A"	"20170922"	"一种基于网络的高压开关设备试验管理系统及方法"
"东软集团股份有限公司"	"02600718"	"CN107193892A"	"20170922"	"一种文档主题确定方法及装置"
"东软集团股份有限公司"	"02600718"	"CN107193892B"	"20190813"	"一种文档主题确定方法及装置"
"中国西电电气股份有限公司"	"T000025764"	"CN107196419A"	"20170922"	"一种提供短时大功率供给的能量存储单元及方法"
"东软集团股份有限公司"	"02600718"	"CN107203806A"	"20170926"	"数据异常检测方法、装置、可读存储介质及电子设备"
"东软集团股份有限公司"	"02600718"	"CN107203806B"	"20200110"	"数据异常检测方法、装置、可读存储介质及电子设备"
"中国西电电气股份有限公司"	"T000025764"	"CN107204707A"	"20170926"	"一种用于抑制尖峰电压的双向隔离DCDC变换器及其控制方法"
"中国西电电气股份有限公司"	"T000025764"	"CN107204707B"	"20191029"	"一种用于抑制尖峰电压的双向隔离DCDC变换器及其控制方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107214207A"	"20170929"	"一种高均匀β型钛合金棒材的加工方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107214474A"	"20170929"	"一种高强Ti6Al7Nb钛合金丝材的制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107214474B"	"20190820"	"一种高强Ti6Al7Nb钛合金丝材的制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107217221A"	"20170929"	"一种高均匀Ti‑15Mo钛合金棒坯的制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107217221B"	"20181106"	"一种高均匀Ti-15Mo钛合金棒坯的制备方法"
"东软集团股份有限公司"	"02600718"	"CN107220283A"	"20170929"	"数据处理方法、装置、存储介质及电子设备"
