"name"	"apply_numb"	"accredit_date"	"patent_name"
"陕西集星合智防务科技有限公司"	"CN201821072514.8"	"20190301"	"飞机发动机左侧推力销辅助安装装置"
"陕西集星合智防务科技有限公司"	"CN201821072490.6"	"20190301"	"一种手摇压力式拆卸螺钉装置"
"陕西集星合智防务科技有限公司"	"CN201821072508.2"	"20190301"	"一种板材提运装置"
"陕西集星合智防务科技有限公司"	"CN201821072509.7"	"20190301"	"飞机放滑油用组合装置"
"陕西集星合智防务科技有限公司"	"CN201821072522.2"	"20190405"	"一种飞机放滑油装置"
"陕西集星合智防务科技有限公司"	"CN201821072523.7"	"20190521"	"一种用于铆钉缝隙快速封严的装置"
"陕西土豆数据科技有限公司"	"CN201821545118.2"	"20190521"	"一种多角度倾斜摄影装置"
"西安星球通智能装备技术有限公司"	"CN201821288287.2"	"20190702"	"一种轮椅座椅自动调平的装置"
"陕西集星合智防务科技有限公司"	"CN201920534680.3"	"20190920"	"一种便携式无人机干扰设备"
"西安星球通智能装备技术有限公司"	"CN201820815000.0"	"20191001"	"一种传动装置及电动轮椅"
"西安中易建科技有限公司"	"CN201920500862.9"	"20191008"	"基于光伏幕墙的5G基站供电装置"
"陕西天朗嘉业科技发展有限公司"	"CN201822196730.X"	"20191011"	"一种空气成像机器人"
"西安星球通智能装备技术有限公司"	"CN201820815001.5"	"20191112"	"一种可旋转的轮椅踏板及电动轮椅"
"西安中易建科技有限公司"	"CN201920501192.2"	"20200114"	"一种楼宇层间自动派件轨线结构"
"西安中易建科技有限公司"	"CN201920499702.7"	"20200114"	"一种带有5G信号模组的玻璃幕墙"
"西安星球通智能装备技术有限公司"	"CN201821767086.0"	"20200211"	"一种具有康复功能的智能轮椅"
"陕西土豆数据科技有限公司"	"CN201730343925.0"	"20180109"	"图像传感器"
"陕西土豆数据科技有限公司"	"CN201730343931.6"	"20180109"	"四旋翼飞行器"
"陕西土豆数据科技有限公司"	"CN201830529002.9"	"20190521"	"摄影装置(多角度倾斜)"
"西安慧脑智能科技有限公司"	"CN201930428467.X"	"20200107"	"智能脑电采集仪"
"西安百思拓微机器人有限公司"	"CN201930255612.9"	"20200114"	"封闭式自动咖啡机"
	"CN200710017391.8"		"Method for automatically timing and changing language family"
	"CN200710017391.8"		"Method for automatically timing and changing language family"
	"CN200710017761.8"		
	"CN200710017761.8"		
	"CN200810150613.8"		
	"CN200810150613.8"		
	"CN200710178440.6"	"20120530"	
	"CN200710178440.6"	"20120530"	
"西安迅腾科技有限责任公司"	"CN200910024083.7"		"无线传感器网络节点现场无线程序更新装置及其更新方法"
"西安迅腾科技有限责任公司"	"CN200910024083.7"	"20120530"	"无线传感器网络节点现场无线程序更新装置及其更新方法"
"西安迅腾科技有限责任公司"	"CN200910024084.1"		"基于无线传感器网络的果园种植监测系统及其监测方法"
"西安迅腾科技有限责任公司"	"CN200910024099.8"		"一种无线传感器网络节点综合巡检系统及其巡检方法"
"西安迅腾科技有限责任公司"	"CN200910024099.8"	"20120104"	"一种无线传感器网络节点综合巡检系统及其巡检方法"
	"CN200810224158.1"		
	"CN200810224158.1"		
	"CN201010543249.9"	"20130410"	
	"CN201010543249.9"	"20130410"	
"西安迅腾科技有限责任公司"	"CN200910218533.6"		"一种可深入水下的环境监测用无线数据采集及传输装置"
"西安迅腾科技有限责任公司"	"CN200910218532.1"		"基于传感器网络的遗址保护监测系统"
"西安迅腾科技有限责任公司"	"CN200910218532.1"	"20140611"	"基于传感器网络的遗址保护监测系统"
"西安迅腾科技有限责任公司"	"CN200910218535.5"		"基于无线互联网的多节点环境参数综合监测系统"
"西安迅腾科技有限责任公司"	"CN200910218534.0"		"基于草坪灯的草坪环境参数数据采集系统"
"西安迅腾科技有限责任公司"	"CN200910218560.3"		"基于无线传感器网络的草坪环境监测系统及其监测方法"
"西安迅腾科技有限责任公司"	"CN200910218559.0"		"太阳能供电无线传感器网络节点用供电电源及供电方法"
"西安迅腾科技有限责任公司"	"CN200910218559.0"	"20140514"	"太阳能供电无线传感器网络节点用供电电源及供电方法"
"西安迅腾科技有限责任公司"	"CN200910218536.X"		"一种基于蓝牙的无线传感器网络节点模块"
"西安迅腾科技有限责任公司"	"CN200910218537.4"		"一种农业环境无线监控系统用网关节点"
"西安迅腾科技有限责任公司"	"CN200910219397.2"		"一种日光室土壤水分含量及温度远程监控系统"
	"CN201010596519.2"		
	"CN201010596519.2"		
"陕西益华电气股份有限公司"	"CN201110330024.X"	"20160817"	"一种加工壳体螺旋槽的工装夹具及其加工壳体螺旋槽的方法"
"陕西航天西诺美灵电气有限公司"	"CN201110438624.8"	"20160518"	"智能化电力配电系统"
"西安迅腾科技有限责任公司"	"CN201010594756.5"		"一种具有挡水功能的牙刷"
"西安迅腾科技有限责任公司"	"CN201010596467.9"		"一种井下人员定位系统"
"西安迅腾科技有限责任公司"	"CN201010596041.3"		"一种多气路气体压力在线定量分配系统"
"西安迅腾科技有限责任公司"	"CN201010596151.X"		"一种智能化冰箱内环境监控系统"
"西安迅腾科技有限责任公司"	"CN201010596065.9"		"一种可自由旋转带万向联轴器的传感器节点支架"
"西安迅腾科技有限责任公司"	"CN201010595970.2"		"一种高精度微传感器车辆超载及警示装置"
"西安迅腾科技有限责任公司"	"CN201010594993.1"		"便携式室内甲醛浓度监测仪"
"西安迅腾科技有限责任公司"	"CN201010596402.4"		"一种具有远程参数配置功能的空气质量数据采集仪"
"西安迅腾科技有限责任公司"	"CN201010596470.0"		"多种有害气体现场数据采集装置"
"西安迅腾科技有限责任公司"	"CN201010596007.6"		"一种用于农作物防旱的智能监测设备"
"西安迅腾科技有限责任公司"	"CN201010596129.5"		"一种土质土壤测定分析系统"
"西安迅腾科技有限责任公司"	"CN201010596345.X"		"一种用于土壤墒情现场数据采集装置"
"西安迅腾科技有限责任公司"	"CN201010596556.3"		"一种便携式高精度多功能测试仪表"
"西安迅腾科技有限责任公司"	"CN201010596064.4"		"一种多参数气候在线监测系统"
"西安迅腾科技有限责任公司"	"CN201010596003.8"		"一体化雨情在线监测系统用雨情检测节点"
"西安迅腾科技有限责任公司"	"CN201010595844.7"		"城市空气质量联网在线监测系统"
"西安迅腾科技有限责任公司"	"CN201010596405.8"		"一体化雨情在线监测装置"
"西安迅腾科技有限责任公司"	"CN201010596107.9"		"一种传感器节点支架自动旋转控制系统"
"西安迅腾科技有限责任公司"	"CN201010596018.4"		"一种气路气体压力稳流自调节装置"
"西安迅腾科技有限责任公司"	"CN201010596061.0"		"自行供电式多功能土壤墒情采集传输一体化设备"
"西安迅腾科技有限责任公司"	"CN201010596468.3"		"一种便于实现RS485总线组网的数据采集系统"
"西安迅腾科技有限责任公司"	"CN201010596109.8"		"一种具有自动巡检功能的无线传感器节点"
"西安迅腾科技有限责任公司"	"CN201010596469.8"		"一种可同时接入数字量与模拟量的无线传感网节点"
"西安迅腾科技有限责任公司"	"CN201010596106.4"		"一种井下环境状况无线监控系统用自组网节点"
"西安迅腾科技有限责任公司"	"CN201010596404.3"		"一种多气路气体压力远程控制系统"
"西安迅腾科技有限责任公司"	"CN201010596062.5"		"一种自动测量与智能调控室内空气质量的装置"
"西安迅腾科技有限责任公司"	"CN201010595087.3"		"一种钻杆长度可自由调整的多功能取土钻"
"西安迅腾科技有限责任公司"	"CN201010596108.3"		"一种具有数据采集功能的取土钻"
"西安迅腾科技有限责任公司"	"CN201010594994.6"		"一种具有远程参数配置功能的水质数据采集仪"
"西安迅腾科技有限责任公司"	"CN201010596395.8"		"一种用于实时测量不同土层土壤墒情的设备"
"西安迅腾科技有限责任公司"	"CN201010596063.X"		"一种基于短信预警的气候监测装置"
"西安迅腾科技有限责任公司"	"CN201010596403.9"		"一种高精度可移动式环境数据采集装置"
"西安迅腾科技有限责任公司"	"CN201010596234.9"		"一种称重式液位远程在线测控系统"
"西安迅腾科技有限责任公司"	"CN201010596196.7"		"基于RS485总线与GPRS网络的无限组网空气质量监测系统"
"西安迅腾科技有限责任公司"	"CN201010596530.9"		"一种非接触式数采仪参数配置及系统升级装置"
"西安迅腾科技有限责任公司"	"CN201010596485.7"		"一种数据采集传输仪程序远程更新装置"
"西安迅腾科技有限责任公司"	"CN201010595854.0"		"一种具有短信方式修改参数功能的污染源监控系统"
"西安迅腾科技有限责任公司"	"CN201010595799.5"		"一种具有自触发功能的多参数监测用无线传感器节点"
"西安迅腾科技有限责任公司"	"CN201010595940.1"		"远距离自动采样测量空气质量的无线传感器节点"
"西安迅腾科技有限责任公司"	"CN201210389377.1"		"交通设施提示设备"
"西安迅腾科技有限责任公司"	"CN201210392016.2"		"煤气罐用数据采集装置"
"西安迅腾科技有限责任公司"	"CN201210392051.4"		"锅炉压力预警数据采集系统"
"西安迅腾科技有限责任公司"	"CN201210391952.1"		"灌注式储水器数据采集预警方法"
"西安迅腾科技有限责任公司"	"CN201210392069.4"		"煤气罐用数据采集提示补充方法"
"西安迅腾科技有限责任公司"	"CN201210391865.6"		"针对电磁阀的数据采集系统"
"西安迅腾科技有限责任公司"	"CN201210391901.9"		"楼宇监控遥控方法"
"西安迅腾科技有限责任公司"	"CN201210391984.1"		"停水用数据采集式节水方法"
"西安迅腾科技有限责任公司"	"CN201210391903.8"		"用于转轴转翅的位置数据采集方法"
"西安迅腾科技有限责任公司"	"CN201210392038.9"		"视频会议无线控制方法"
"西安迅腾科技有限责任公司"	"CN201210391884.9"		"视频流数据采集装置"
"西安迅腾科技有限责任公司"	"CN201210391919.9"		"图片帧数据采集装置"
"西安迅腾科技有限责任公司"	"CN201210392024.7"		"图片帧数据序列化采集方法"
"西安迅腾科技有限责任公司"	"CN201210392037.4"		"用于转轴转翅的数据采集设备"
"西安迅腾科技有限责任公司"	"CN201210398395.6"		"用于钢材防锈剂的数据采集装置"
"西安迅腾科技有限责任公司"	"CN201210392033.6"		"马达齿轮箱过热数据采集系统"
"西安迅腾科技有限责任公司"	"CN201210392068.X"		"马达齿轮箱过热数据采集方法"
"西安迅腾科技有限责任公司"	"CN201210392015.8"		"锅炉压力预警数据采集方法"
"西安迅腾科技有限责任公司"	"CN201210398243.6"		"日用电压不稳便携式数据采集设备"
"西安迅腾科技有限责任公司"	"CN201210392055.2"		"针对电磁阀的数据采集测试方法"
"西安迅腾科技有限责任公司"	"CN201210391920.1"		"用于互感线圈的数据采集预警方法"
"西安迅腾科技有限责任公司"	"CN201210391985.6"		"断电用激活式数据采集装置"
"西安迅腾科技有限责任公司"	"CN201210389372.9"		"电气控制柜测试方法"
"西安迅腾科技有限责任公司"	"CN201210391961.0"		"断电用数据采集式省电方法"
"西安迅腾科技有限责任公司"	"CN201210391962.5"		"灌注式储水器数据采集装置"
"西安迅腾科技有限责任公司"	"CN201210389351.7"		"高速缓存掉电存储装置"
"西安迅腾科技有限责任公司"	"CN201210389361.0"		"道路固定装置报警方法"
"西安迅腾科技有限责任公司"	"CN201210391946.6"		"写字楼通信话费数据采集提示装置"
"西安迅腾科技有限责任公司"	"CN201210391947.0"		"视频会议无线操纵装置"
"西安迅腾科技有限责任公司"	"CN201210391924.X"		"视频流数据无阻塞采集方法"
"西安迅腾科技有限责任公司"	"CN201210392063.7"		"楼宇监控遥控装置"
"西安迅腾科技有限责任公司"	"CN201210389443.5"		"车辆行驶警示器"
"西安迅腾科技有限责任公司"	"CN201210389453.9"		"汽车运行警示方法"
"西安迅腾科技有限责任公司"	"CN201210389391.1"		"一种自动化控制下的润滑系统"
"西安迅腾科技有限责任公司"	"CN201210389417.2"		"工业控制预警方法"
"西安迅腾科技有限责任公司"	"CN201210389494.8"		"工业控制预警系统"
"西安迅腾科技有限责任公司"	"CN201210391987.5"		"停水用触发式数据采集装置"
"西安迅腾科技有限责任公司"	"CN201210389352.1"		"电气控制柜测试系统"
"西安迅腾科技有限责任公司"	"CN201210389386.0"		"液压电脑检测系统"
"西安迅腾科技有限责任公司"	"CN201210389353.6"		"财务管理环节测试方法"
"西安迅腾科技有限责任公司"	"CN201210392053.3"		"家用煤气用量数据采集提示装置"
"西安迅腾科技有限责任公司"	"CN201210389454.3"		"街灯控制启停方法"
"西安迅腾科技有限责任公司"	"CN201210389425.7"		"城市照明设备实时检测方法"
"西安迅腾科技有限责任公司"	"CN201210389434.6"		"计算机电源分控装置"
"西安迅腾科技有限责任公司"	"CN201210389482.5"		"高速缓存掉电存储方法"
"西安迅腾科技有限责任公司"	"CN201210391904.2"		"办公用电数据采集提示装置"
"西安迅腾科技有限责任公司"	"CN201210389456.2"		"街灯智能化开关装置"
"西安迅腾科技有限责任公司"	"CN201210389378.6"		"城市照明设备检测装置"
"西安迅腾科技有限责任公司"	"CN201210389428.0"		"计算机排热扇风速调节装置"
"西安迅腾科技有限责任公司"	"CN201210392013.9"		"针对电机旋转叶的数据采集装置"
"西安迅腾科技有限责任公司"	"CN201210389437.X"		"针对乙酯量的监控装置"
"西安迅腾科技有限责任公司"	"CN201210398416.4"		"用于钢材防锈剂的实时数据采集方法"
"西安迅腾科技有限责任公司"	"CN201210389470.2"		"工业控制电子装置防过热设备"
"西安迅腾科技有限责任公司"	"CN201210398242.1"		"电机频率不稳便携式数据采集设备"
"西安迅腾科技有限责任公司"	"CN201210392039.3"		"用于互感线圈的数据采集装置"
"西安迅腾科技有限责任公司"	"CN201210391997.9"		"家用煤气用量实时数据采集提示方法"
"西安迅腾科技有限责任公司"	"CN201210389364.4"		"计算机内部状态信息实时反馈系统"
"西安迅腾科技有限责任公司"	"CN201210389447.3"		"计算机内部状态信息实时反馈方法"
"西安迅腾科技有限责任公司"	"CN201210389373.3"		"内存二元化装置"
"西安迅腾科技有限责任公司"	"CN201210389426.1"		"内存复用方法"
"西安迅腾科技有限责任公司"	"CN201210389429.5"		"用于乙酯消耗量的监控方法"
"西安迅腾科技有限责任公司"	"CN201210391925.4"		"写字楼通信话费实时数据采集预警方法"
"西安迅腾科技有限责任公司"	"CN201210391902.3"		"针对电机旋转叶的数据实时采集方法"
"西安迅腾科技有限责任公司"	"CN201210392052.9"		"办公用电实时数据采集提示方法"
"西安迅腾科技有限责任公司"	"CN201210389448.8"		"财务管理环节测试系统"
"厦门宏发电声股份有限公司"	"CN201210429804.4"		"一种能够减少异物污染的电磁继电器"
"厦门宏发电声股份有限公司"	"CN201210429804.4"	"20150708"	"一种能够减少异物污染的电磁继电器"
"西安迅腾科技有限责任公司"	"CN201110447089.2"		"具有短信通知健康预警功能的桥梁健康监测系统"
"西安迅腾科技有限责任公司"	"CN201110448106.4"		"具有供电故障短信提示功能的桥梁健康监测系统"
"西安迅腾科技有限责任公司"	"CN201110429430.1"		"一种基于RS485总线的桥梁健康监测系统"
"西安迅腾科技有限责任公司"	"CN201110433320.2"		"便携式桥梁厢体内有害气体数据采集仪"
"西安迅腾科技有限责任公司"	"CN201110448069.7"		"一种电力施工用掌上数据采集器"
"西安迅腾科技有限责任公司"	"CN201110431057.3"		"一种基于窄带传输的间隔图像采集系统"
"西安迅腾科技有限责任公司"	"CN201110452653.X"		"一种传感器保护外壳"
"西安迅腾科技有限责任公司"	"CN201110455712.9"		"桥梁健康监测传感器壳体的支架装置"
"西安迅腾科技有限责任公司"	"CN201110450597.6"		"一种低功耗桥梁结构健康监测节点"
"西安迅腾科技有限责任公司"	"CN201110451393.4"		"一种可移动式桥梁环境数据采集仪"
"西安迅腾科技有限责任公司"	"CN201110451532.3"		"一种基于ZIGBEE网络的桥梁结构健康监测系统"
"西安迅腾科技有限责任公司"	"CN201110455967.5"		"具有远程参数配置功能的桥梁健康监测数据采集仪"
"西安迅腾科技有限责任公司"	"CN201110454609.2"		"用于桥梁监测的高精度微传感器车辆超载及警示装置"
"西安迅腾科技有限责任公司"	"CN201110457207.8"		"一种用于桥梁监测的挠度数据现场采集装置"
"西安迅腾科技有限责任公司"	"CN201110450550.X"		"基于无线传感器网络的家庭用电监测系统"
"西安迅腾科技有限责任公司"	"CN201110455587.1"		"桥梁健康监测太阳能板支撑装置"
"西安迅腾科技有限责任公司"	"CN201110452404.0"		"基于物联网技术的变电站安防设备信息采集监控系统"
"西安迅腾科技有限责任公司"	"CN201110450596.1"		"一种基于RFID技术的电能表数据采集仪"
"西安迅腾科技有限责任公司"	"CN201110455713.3"		"一种多功能无线传输手持抄表装置"
"西安迅腾科技有限责任公司"	"CN201110456608.1"		"一种基于无线传感器网络的桥梁健康监测系统"
"西安迅腾科技有限责任公司"	"CN201110451535.7"		"基于低压用户用电网络拓扑的电力线载波集中抄表系统"
"西安迅腾科技有限责任公司"	"CN201110455586.7"		"用于高耗能用电企业的用电数据采集分析系统"
"西安迅腾科技有限责任公司"	"CN201110451395.3"		"一种基于用电网络拓扑的集中抄表系统"
"西安迅腾科技有限责任公司"	"CN201110453569.X"		"一种具有防盗功能的桥梁监测配电箱"
"西安迅腾科技有限责任公司"	"CN201110452405.5"		"基于低压电力线载波的窄带高速通信系统"
"西安迅腾科技有限责任公司"	"CN201110456719.2"		"应用于桥梁健康监测的视频数据叠加处理系统"
"西安迅腾科技有限责任公司"	"CN201110456609.6"		"一种桥梁健康监测用无线传感器网络节点模块"
"西安迅腾科技有限责任公司"	"CN201110453978.X"		"桥梁数据采集仪保护外壳"
"西安迅腾科技有限责任公司"	"CN201110454467.X"		"用于装载桥梁健康监测数据采集设备的壳体"
	"CN201310178591.7"		
	"CN201310178591.7"		
	"CN201310270430.0"		
	"CN201310270430.0"		
"西安迅腾科技有限责任公司"	"CN201310494420.5"		"用于农业温室下的检测系统及其检测方法"
"西安迅腾科技有限责任公司"	"CN201310494420.5"	"20160907"	"用于农业温室下的检测系统及其检测方法"
"西安迅腾科技有限责任公司"	"CN201310494160.1"		"温室用调温器的冷却剂的多通道装置"
"西安迅腾科技有限责任公司"	"CN201310494161.6"		"温室用调温器的多相流筛离装置"
"西安迅腾科技有限责任公司"	"CN201310494169.2"		"温室用调温器的壳体"
"西安迅腾科技有限责任公司"	"CN201310494171.X"		"温室用调温器的冷却液反馈系统"
"西安迅腾科技有限责任公司"	"CN201310494182.8"		"温室调温器移动撑架"
"西安迅腾科技有限责任公司"	"CN201310494183.2"		"温室湿度添加装置"
"西安迅腾科技有限责任公司"	"CN201310494189.X"		"温室用调温器的气口调节系统"
"西安迅腾科技有限责任公司"	"CN201310494190.2"		"温室用调温器的冷却剂能重复利用的系统"
"西安迅腾科技有限责任公司"	"CN201310494193.6"		"温室用调温器的保热恒干系统"
"西安迅腾科技有限责任公司"	"CN201310494197.4"		"温室通知滴灌装置"
"西安迅腾科技有限责任公司"	"CN201310494224.8"		"温室用调温器的稳定装置"
"西安迅腾科技有限责任公司"	"CN201310494284.X"		"温室用调温器的悬挂式阻移位装置"
"西安迅腾科技有限责任公司"	"CN201310494310.9"		"温室用调温器的吸液出液系统"
"西安迅腾科技有限责任公司"	"CN201310494385.7"		"温室用调温器的冷却剂的中置装置"
"西安迅腾科技有限责任公司"	"CN201310494415.4"		"温室除湿装置"
"西安迅腾科技有限责任公司"	"CN201310494417.3"		"温室自动化滴灌系统"
"西安迅腾科技有限责任公司"	"CN201310494418.8"		"温室调温系统堵漏装置"
"西安迅腾科技有限责任公司"	"CN201310494376.8"		"温室调温器压声设备"
"西安迅腾科技有限责任公司"	"CN201310494157.X"		"温室用调温器扇叶滚珠附件"
"西安迅腾科技有限责任公司"	"CN201310494185.1"		"温室卷帘机的离合系统用润滑油自动灌注系统"
"西安迅腾科技有限责任公司"	"CN201310495684.2"		"温室用调温器自动化控制系统"
"西安迅腾科技有限责任公司"	"CN201310494198.9"		"温室大棚螺栓紧固检测系统"
"西安迅腾科技有限责任公司"	"CN201310494163.5"		"温室用调温器的液压检测器"
"西安迅腾科技有限责任公司"	"CN201310494407.X"		"温室卷帘机的离合系统用润滑检测设备"
"西安迅腾科技有限责任公司"	"CN201310494349.0"		"温室用调温器的液晶屏槽"
"西安迅腾科技有限责任公司"	"CN201310494337.8"		"温室用调温器的操纵器"
"西安迅腾科技有限责任公司"	"CN201310494381.9"		"温室用调温器的电荷流量调节系统"
"西安迅腾科技有限责任公司"	"CN201310494419.2"		"温室调温系统防漏检测装置"
"西安迅腾科技有限责任公司"	"CN201310494156.5"		"温室用调温器的开关系统"
"西安迅腾科技有限责任公司"	"CN201310494167.3"		"温室用调温器的调节装置"
"西安迅腾科技有限责任公司"	"CN201310494172.4"		"温室用调温器音频提示器"
"西安迅腾科技有限责任公司"	"CN201310494409.9"		"温室卷帘机工作室的防止闯入系统"
"西安迅腾科技有限责任公司"	"CN201310494311.3"		"温室检测湿度提醒装置"
"陕西航天西诺美灵电气有限公司"	"CN201510055977.8"	"20170524"	"用于电压型Z源逆变器的SPWM延迟控制方法"
"陕西益华电气股份有限公司"	"CN201410415299.7"		"一种电连接器的点铆夹具及其加工方法"
	"CN201510206643.6"		"一种低发射率、多相变点红外相变微胶囊及其制备方法"
	"CN201510206643.6"		"一种低发射率、多相变点红外相变微胶囊及其制备方法"
"陕西尚品信息科技有限公司"	"CN201610870263.7"		"一种多射频多信道无线Mesh网络中的混合路由方法"
"陕西尚品信息科技有限公司"	"CN201610870263.7"	"20190820"	"一种多射频多信道无线Mesh网络中的混合路由方法"
"陕西尚品信息科技有限公司"	"CN201610868698.8"		"一种多收发机无线Mesh网络中的信道分配方法"
"陕西尚品信息科技有限公司"	"CN201610868698.8"	"20190702"	"一种多收发机无线Mesh网络中的信道分配方法"
"陕西尚品信息科技有限公司"	"CN201610844306.4"		"一种基于移动设备的事件触发隐式身份验证方法"
"陕西尚品信息科技有限公司"	"CN201610844306.4"	"20190809"	"一种基于移动设备的事件触发隐式身份验证方法"
"陕西尚品信息科技有限公司"	"CN201610870784.2"		"一种多射频多信道无线Mesh网络中的信道分配方法"
"陕西尚品信息科技有限公司"	"CN201610870784.2"	"20191206"	"一种多射频多信道无线Mesh网络中的信道分配方法"
"陕西尚品信息科技有限公司"	"CN201610849970.8"		"一种基于树型Ad‑hoc无线网络的信息收集方法"
"陕西尚品信息科技有限公司"	"CN201610849970.8"	"20190809"	"一种基于树型Ad-hoc无线网络的信息收集方法"
"陕西尚品信息科技有限公司"	"CN201610870278.3"		"一种基于多信道的Ad‑Hoc网络信息交换方法"
"陕西尚品信息科技有限公司"	"CN201610870278.3"	"20190802"	"一种基于多信道的Ad-Hoc网络信息交换方法"
"陕西尚品信息科技有限公司"	"CN201610892810.1"		"一种应用于Ad‑hoc网络的IP地址动态分配方法"
"陕西尚品信息科技有限公司"	"CN201610892810.1"	"20190820"	"一种应用于Ad-hoc网络的IP地址动态分配方法"
"陕西尚品信息科技有限公司"	"CN201610870156.4"		"一种移动Ad‑hoc网络中TCP连接性能的优化方法"
"陕西益华电气股份有限公司"	"CN201610965699.4"		"一种气密封外壳定位超微形矩形电连接器"
"陕西尚品信息科技有限公司"	"CN201610870283.4"		"一种基于MAC地址的数据加密方法"
"陕西尚品信息科技有限公司"	"CN201610870283.4"	"20190611"	"一种基于MAC地址的数据加密方法"
"陕西益华电气股份有限公司"	"CN201610988972.5"		"一种带护线结构的射频同轴连接器"
"陕西尚品信息科技有限公司"	"CN201610845237.9"		"一种移动ad‑hoc网络中的路由方法"
"陕西尚品信息科技有限公司"	"CN201610845237.9"	"20190702"	"一种移动ad-hoc网络中的路由方法"
"陕西尚品信息科技有限公司"	"CN201610920419.8"		"一种应用于无线自组织网络的分层级路由方法"
"陕西尚品信息科技有限公司"	"CN201611062825.1"		"一种移动机器人网络中的高效路由方法"
"陕西尚品信息科技有限公司"	"CN201611062825.1"	"20190611"	"一种移动机器人网络中的高效路由方法"
"陕西尚品信息科技有限公司"	"CN201610975821.6"		"一种基于波束形成技术降低毫米波通信能量损耗的方法"
"陕西尚品信息科技有限公司"	"CN201610975821.6"	"20180831"	"一种基于波束形成技术降低毫米波通信能量损耗的方法"
"陕西尚品信息科技有限公司"	"CN201611110809.5"		"一种基于多处理器的任务调度方法"
"陕西尚品信息科技有限公司"	"CN201611110809.5"	"20190528"	"一种基于多处理器的任务调度方法"
"陕西尚品信息科技有限公司"	"CN201611113867.3"		"一种基于时间片段的任务调度方法"
"陕西尚品信息科技有限公司"	"CN201611113867.3"	"20190611"	"一种基于时间片段的任务调度方法"
"陕西尚品信息科技有限公司"	"CN201611160062.4"		"一种实现动态高能效的移动Ad‑hoc网络路由方法"
"陕西尚品信息科技有限公司"	"CN201611160062.4"	"20190611"	"一种实现动态高能效的移动Ad-hoc网络路由方法"
"陕西尚品信息科技有限公司"	"CN201610890018.2"		"一种有效抵御黑洞攻击的SAODV优化方法"
"陕西尚品信息科技有限公司"	"CN201611203615.X"		"一种基于节点能量划分的AOMDV协议节能方法"
"陕西尚品信息科技有限公司"	"CN201611203615.X"	"20190531"	"一种基于节点能量划分的AOMDV协议节能方法"
"陕西尚品信息科技有限公司"	"CN201611199493.1"		"一种基于联合缓存架构的网络内视频缓存方法"
"陕西尚品信息科技有限公司"	"CN201611199493.1"	"20190702"	"一种基于联合缓存架构的网络内视频缓存方法"
"陕西尚品信息科技有限公司"	"CN201611247485.X"		"一种基于多输入多输出自组织网络的干扰处理方法"
"陕西尚品信息科技有限公司"	"CN201611232803.5"		"一种基于不规则拓扑无线传感器网络的节点定位方法"
"陕西尚品信息科技有限公司"	"CN201611177664.0"		"一种无线Mesh网络中信道分配性能的评测方法"
"陕西尚品信息科技有限公司"	"CN201611177664.0"	"20190806"	"一种无线Mesh网络中信道分配性能的评测方法"
"陕西尚品信息科技有限公司"	"CN201611088866.8"		"一种基于最小存储再生码的多节点数据文件的修复方法"
"陕西尚品信息科技有限公司"	"CN201611088866.8"	"20190920"	"一种基于最小存储再生码的多节点数据文件的修复方法"
"陕西尚品信息科技有限公司"	"CN201611071571.X"		"一种局部性不相等码的构造方法"
"陕西尚品信息科技有限公司"	"CN201611073014.1"		"一种基于包的最优局部可修复系统码的构造方法"
"陕西尚品信息科技有限公司"	"CN201611073014.1"	"20191122"	"一种基于包的最优局部可修复系统码的构造方法"
"陕西尚品信息科技有限公司"	"CN201611165676.1"		"一种适用于分布式存储的最优局部修复码构造方法"
"陕西尚品信息科技有限公司"	"CN201710047937.8"		"一种基于网络编码的传输层控制方法"
"陕西尚品信息科技有限公司"	"CN201611186703.3"		"一种基于步态识别的手机身份验证方法"
"陕西尚品信息科技有限公司"	"CN201611186703.3"	"20190702"	"一种基于步态识别的手机身份验证方法"
"陕西尚品信息科技有限公司"	"CN201710017217.7"		"一种安全的ad‑hoc网络单路径路由数据传输方法"
"陕西尚品信息科技有限公司"	"CN201710017217.7"	"20190702"	"一种安全的ad-hoc网络单路径路由数据传输方法"
"陕西尚品信息科技有限公司"	"CN201611190627.3"		"一种实现无线Mesh网络最大吞吐率方法"
"陕西尚品信息科技有限公司"	"CN201611190627.3"	"20190531"	"一种实现无线Mesh网络最大吞吐率方法"
"陕西尚品信息科技有限公司"	"CN201710011603.5"		"一种基于第二代小波的原始信号重构方法"
"陕西益华电气股份有限公司"	"CN201710711913.8"		"一种卡扣式BNC射频三同轴连接器"
"陕西尚品信息科技有限公司"	"CN201710656626.1"		"一种蓝牙签到系统和蓝牙签到方法"
"陕西尚品信息科技有限公司"	"CN201710656626.1"	"20190806"	"一种蓝牙签到系统和蓝牙签到方法"
"陕西益华电气股份有限公司"	"CN201710762747.4"		"一种配接电缆的弯式射频同轴连接器"
"陕西益华电气股份有限公司"	"CN201710762320.4"		"一种快速盲插射频同轴连接器锁紧机构"
"陕西航天西诺美灵电气有限公司"	"CN201710940357.1"		"一种空气过滤吸收器"
	"CN201711106757.9"		"一种2,6‑二氨基‑3,5‑二硝基吡啶‑1‑氧化物的合成方法"
	"CN201711106757.9"		"一种2,6‑二氨基‑3,5‑二硝基吡啶‑1‑氧化物的合成方法"
"陕西绿能电子科技有限公司"	"CN201810711459.0"		"一种充电桩冷却装置和充电系统"
