"ID"	"Chinese_title"	"Chinese_periodical_name"	"years"	"Chinese_keyword"
"QKC20192019070800060052"	"人工智能方向赛题一 赛题名称:智能盘点-钢筋数量AI识别"	"软件和集成电路"	"2019"	
"QKC20192019070800061513"	"企业转型背景下的管理模式创新与干部管理对策研究"	"企业改革与管理"	"2019"	"企业转型%新材%管理模式%创新"
"QKC20192019070800071627"	"30 t操作机吊挂部分前转架断裂的解决办法"	"设备管理与维修"	"2019"	"30 t操作机%前转板架%销轴%润滑"
"QKC20192019070800075111"	"浅谈橡塑机械设备远程维护"	"橡塑技术与装备"	"2019"	"远程维护%internet%低成本%智能制造"
"QKC20192019070800081410"	"大数据背景下企业内部审计创新策略"	"商讯"	"2019"	"大数据%内部审计%企业%社会信息化"
"QKC20192019070800085876"	"新形势下港机行业海外市场特点和经营策略分析"	"现代商业"	"2019"	"港机行业%海外市场%市场特点%经营策略"
"QKC20192019070800094725"	"安防行业云存储技术的新发展与应用前景"	"中国安防"	"2019"	
"QKC20192019070800099402"	"当设计遇上AI-关于未来景观设计的思考"	"住宅与房地产"	"2019"	"人工智能%景观设计%未来"
"QKC20192019070800112376"	"AI赋能视频大数据下数字城市的应用研究"	"中国安防"	"2019"	"视频监控%大数据%数字孪生%数字城市%数据价值"
"QKC20192019071000016005"	"智慧园区能源物联网发展模式"	"电气时代"	"2019"	
"QKC20192019071000030081"	"惯性传感器在挖掘机智能控制系统上的应用"	"建筑机械"	"2019"	"惯性传感器%挖掘机%智能%控制"
"QKC20192019071000032779"	"机械设计制造及其自动化的特点与优势及发展趋势研究"	"科技风"	"2019"	"机械设计%自动化%发展趋势%发展优势"
"QKC20192019071000047768"	"达实大厦:移动互联网下的智慧建筑"	"建材与装饰"	"2019"	"移动互联网%APP%达实大厦%智慧建筑"
"QKC20192019071000053815"	"助力5G边缘计算变革 巨通量基础设施首当其冲"	"通信世界"	"2019"	
"QKC20192019071000055598"	"一种基于SDN的物联网数据聚合方案"	"中国新通信"	"2019"	"SDN%物联网%数据聚合"
"QKC20192019071000070868"	"浅谈集团公司资金集中管理存在的问题及应对措施"	"全国流通经济"	"2019"	"集团企业%资金集中管理%预算管理%风险控制"
"QKC20192019071000084177"	"云资源池规划建设与运维管理研究"	"中国新通信"	"2019"	"云资源池%云计算%运维管理"
"QKC20192019071000116829"	"计算机物联网技术在物流领域中的应用与创新分析"	"中国物流与采购"	"2019"	"计算机物联网技术%物流领域%应用"
"QKC20192019071000121747"	"大数据时代计算机信息安全防范措施"	"信息系统工程"	"2019"	"信息安全%大数据%防范措施"
"QKC20192019071600012298"	"大数据时代背景下促进企业集团财务集中管理几点思考"	"财会学习"	"2019"	"大数据时代%财务集中管理%信息技术"
"QKC20192019071600029305"	"水泥产业智能制造相关技术探讨"	"江苏建材"	"2019"	"水泥产业智能制造%智能化水泥工厂%水泥工厂元数据%工业互联网架构"
"QKC20192019071600031213"	"装配式钢结构绿色集成建筑产业化与市场化"	"江苏建材"	"2019"	"建筑产业现代化%装配式建筑%钢结构住宅"
"QKC20192019071600055593"	"基于边缘智能的大路网协同运营服务平台"	"中国交通信息化"	"2019"	"省界站%大路网%监控%预警"
"QKC20192019071600062652"	"OA办公系统为国家税收提供优质平台"	"企业研究"	"2019"	
"QKC20192019071600070160"	"供应链信息化整合对企业内控管理的影响"	"纳税"	"2019"	"内部控制%信息化%供应链"
"QKC20192019071600071100"	"膜式燃气表传动系统和计数显示系统技术研究"	"煤气与热力"	"2019"	"膜式燃气表%传动系统%等速传输%变速传输%计数显示系统"
"QKC20192019071600098760"	"人工智能背景下证券公司财务管理转型研究"	"西部财会"	"2019"	"证券公司%财务会计%管理会计"
"QKC20192019071600109627"	"基于大数据视角下商业银行内部审计人员履职能力研究"	"时代金融"	"2019"	"内部审计%审计能力%提升路径"
"QKC20192019071600110112"	"一种基于狭窄场地临时建筑的绿色施工技术"	"珠江现代建设"	"2019"	"绿色施工%节地%节能%节水%临时建筑"
"QKC20192019071600112569"	"长飞公司2016年智能制造新模式应用项目顺利通过验收"	"现代传输"	"2019"	
"QKC20192019071600127198"	"如何克服""信息孤岛""实现零售数字化终极目标"	"中国自动识别技术"	"2019"	
"QKC20192019072400000074"	"人工智能在医疗领域的应用与发展"	"电子技术与软件工程"	"2019"	"人工智能%医疗领域%发展%挑战%诊断辅助"
"QKC20192019072400005004"	"农药制剂生产的创新驱动与人工智能的融入"	"化工管理"	"2019"	"农药制剂%创新驱动%人工智能"
"QKC20192019072400015841"	"物联网在智慧林业建设中应用"	"电子技术与软件工程"	"2019"	"物联网%智慧林业%森林防火监控%红外野保相机%生态因子监测"
"QKC20192019072400019273"	"LoRa技术在住院病人体温持续监测中的应用"	"电子技术与软件工程"	"2019"	"LoRa%蓝牙%体温检测"
"QKC20192019072400118872"	"大数据背景下财务会计向管理会计转型的分析与研究"	"中外企业家"	"2019"	"大数据%财务会计%管理会计%转型%分析研究"
"QKC20192019073100003795"	"彩色喷墨数码印刷纸技术研究"	"造纸装备及材料"	"2019"	"数码印刷%水性油墨%彩色喷墨%表面处理"
"QKC20192019073100010317"	"MES在热缩材料生产中的应用"	"化工管理"	"2019"	"MES%热缩材料%智能化%生产管理"
"QKC20192019073100034114"	"光纤传感技术在物联网中的应用探讨"	"数码世界"	"2019"	"光纤传感技术%物联网%应用领域"
"QKC20192019073100044260"	"高速公路PTN系统业务传输规划浅析"	"工程与建设"	"2019"	"PTN%LSP%TDM%带宽利用率%以太网"
"QKC20192019073100089975"	"单曲度化铣蒙皮数字化精确制造技术"	"现代信息科技"	"2019"	"数字量协调%数字化制造%铣切"
"QKC20192019081400009296"	"RFID技术的多天线及其馈电网络的监控系统设计"	"单片机与嵌入式系统应用"	"2019"	"物联网%射频识别%室分系统"
"QKC20192019081400016339"	"高功率、高可靠性、长寿命脉冲电源"	"广东化工"	"2019"	"脉冲电源%高低温性能%SPC%安全性能"
"QKC20192019081400026132"	"基于物联网技术的场站周界安防系统应用研究"	"工业计量"	"2019"	"场站周界安防%物联网%传感融合%目标识别"
"QKC20192019081400040145"	"人工智能在教育考试评测中的应用探索"	"电子测试"	"2019"	"人工智能%计算机评分%智能辅助评分"
"QKC20192019081400050533"	"电气化铁路的谐波抑制方法分析"	"集成电路应用"	"2019"	"电气化铁路%谐波%抑制"
"QKC20192019081400052404"	"气质联用法测定柴油中间馏分组成"	"广州化工"	"2019"	"柴油%中间馏分%气质联用%软件"
"QKC20192019081400071896"	"京东方在医疗AI应用的探索与实践"	"软件和集成电路"	"2019"	
"QKC20192019081400073357"	"大数据下财务管理的挑战与创新思维"	"纳税"	"2019"	"大数据下%财务管理制度%创新%经济效益"
"QKC20192019081400082470"	"基于光纤通信技术在物联网上的应用研究"	"无线互联科技"	"2019"	"光纤通信%物联网%应用"
"QKC20192019081400087856"	"基于移动通讯大数据的城市人口空间分布统计"	"卫星电视与宽带多媒体"	"2019"	"移动通讯%城市人口%空间分布%模型%大数据分析"
"QKC20192019081400090314"	"5G移动通信技术下的物联网时代"	"卫星电视与宽带多媒体"	"2019"	"5G移动通信技术%物联网%融合发展"
"QKC20192019081400108594"	"立足实际求突破 勇于创新促发展-贵广网络""智慧广电""建设取得新成效"	"有线电视技术"	"2019"	"贵广网络%智慧广电%5G%大数据"
"QKC20192019081400128513"	"PCA的多污染物脱除性能研究"	"冶金能源"	"2019"	"有色烟羽%相变凝聚%颗粒物%细颗粒物%三氧化硫"
"QKC20192019082200009592"	"财务共享模式下企业集团内部审计浅析"	"财经界(学术版)"	"2019"	
"QKC20192019082200012662"	"功率NLDMOS电学安全工作区的版图设计优化"	"半导体技术"	"2019"	"功率管%n型横向扩散金属氧化物半导体(NLDMOS)%版图设计%电学安全工作区(E-SOA)%传输线脉冲(TLP)"
"QKC20192019082200043897"	"基于深度学习的语音识别技术研究及其在空调上的应用"	"家电科技"	"2019"	"语音识别%双引擎模式%自适应降噪%空调误识别抑制%空调应用"
"QKC20192019082200052782"	"大数据时代企业人力资源管理变革分析"	"科技经济导刊"	"2019"	"大数据时代%企业人力资源管理%变革"
"QKC20192019082200057039"	"大数据背景下企业财务管理面临挑战"	"市场观察"	"2019"	"大数据背景%企业财务管理%挑战"
"QKC20192019082200076410"	"水电站水轮发电机组的常见故障与处理技术分析"	"通信电源技术"	"2019"	"水轮发电机组%机组运行故障%发电机检修系统"
"QKC20192019082200092768"	"家用电视机产品全过程质量控制方法研究"	"卫星电视与宽带多媒体"	"2019"	"智能电视%质量控制%质量策划%全过程%控制方法"
"QKC20192019082200110282"	"浅谈智慧监狱建设中安防智能化的应用与趋势"	"中国安防"	"2019"	
"QKC20192019082200113944"	"大数据在智慧城市建设中的深度应用"	"中国安防"	"2019"	
"QKC20192019082800018002"	"基于BIM技术的建筑节能设计应用研究"	"城市建设理论研究(电子版)"	"2019"	"BIM技术%建筑设计%节能设计"
"QKC20192019082800033968"	"山区高速公路路线设计与环境保护研究"	"黑龙江交通科技"	"2019"	"高速公路%生态环境%环境保护%路线设计"
"QKC20192019082800047116"	"大数据技术在继电保护领域的应用"	"农村电工"	"2019"	
"QKC20192019082800056113"	"大数据下企业加强会计信息化风险管控的对策建议"	"企业改革与管理"	"2019"	"大数据%会计信息化%风险管控建议"
"QKC20192019082800080406"	"智能车间关键零部件生产运行管理思路-以动车组制造企业为例"	"现代信息科技"	"2019"	"智能生产%智能管理%数据采集系统"
"QKC20192019082800100796"	"智慧共享,引领企业财务数字化转型-集团企业财务共享信息化创新实践"	"中国总会计师"	"2019"	
"QKC20192019090400016188"	"大数据技术在移动通信网络优化中的运用分析"	"科技视界"	"2019"	"大数据%移动通信网络%优化"
"QKC20192019090400046499"	"蒙草""种质资源+大数据""体系精准治理荒漠化"	"内蒙古林业"	"2019"	
"QKC20192019090400059074"	"大数据时代企业人力资源管理变革的思考"	"现代商业"	"2019"	"大数据%人力资源管理"
"QKC20192019091600005782"	"大数据背景下企业成本管控的对策分析"	"大众投资指南"	"2019"	"大数据%项目成本%管理工作"
"QKC20192019091600027347"	"医院医疗器械院内物流SPD系统的构建"	"大众投资指南"	"2019"	"医院医疗器械%SPD系统%构建"
"QKC20192019091600043332"	"大数据、云会计下的企业全面预算管理研究"	"大众投资指南"	"2019"	"大数据%云会计%全面预算%管理体系"
"QKC20192019091600052301"	"大数据时代下互联网企业危机管理研究"	"国际公关"	"2019"	"互联网%危机管理%大数据%互联网企业"
"QKC20192019091600060086"	"机械设计""绿色设计""理念探析"	"科技经济导刊"	"2019"	"机械设计%绿色设计%理念%环境"
"QKC20192019091600080829"	"绿色发展扮靓中国钼都"	"资源导刊"	"2019"	
"QKC20192019091600125801"	"基于大数据的企业全面预算管理的构建"	"纳税"	"2019"	"大数据%企业%全面预算管理%构建"
"QKC20192019091600181544"	"谐波控制在射频功率放大器设计中的应用"	"无线互联科技"	"2019"	"谐波控制%功率放大器%单片微波集成电路%设计和应用"
"QKC20192019091600220297"	"华中数控"	"智慧中国"	"2019"	
"QKC20192019091600234456"	"审计跟踪在制药企业ERP系统中的创新性实践"	"中国医药工业杂志"	"2019"	"审计跟踪%接口%智能制造%智能工厂%制药企业%合规性"
"QKC20192019091800005803"	"大数据对通信企业财务管理的影响和应对"	"财经界(学术版)"	"2019"	"大数据%通信企业%财务管理%影响%应对策略"
"QKC20192019091800021969"	"""抓内容、重服务、强互动""分析政务类微信公号运营之道-以""共青团中央""等3个微信公众号为例"	"传播力研究"	"2019"	"政务微信公众号%中国政府网%共青团中央%上海发布%运营"
"QKC20192019091800022507"	"切筋工序产品裂纹问题研究及其改善措施"	"电子工业专用设备"	"2019"	"切筋工艺%塑封体裂纹%模具"
"QKC20192019091800047520"	"5G超级SIM卡超大容量金融级安全"	"中国集成电路"	"2019"	
"QKC20192019091800085930"	"纳米ITO粉体的团聚与分散分析"	"新材料产业"	"2019"	
"QKC20192019091800106079"	"云存储在城市轨道交通的应用"	"信息与电脑(理论版)"	"2019"	"云存储%轨道交通%云计算"
"QKC20192019091800110216"	"基于RBF神经网络的循环灰利用率软测量技术分析"	"自动化应用"	"2019"	"RBF神经网络%循环灰利用率%软测量技术"
"QKC20192019092500003719"	"浅析机电一体化技术在工业生产中的应用"	"城市建设理论研究(电子版)"	"2019"	"机电一体化%工业生产%生产效率%人工智能%控制系统"
"QKC20192019092500009457"	"汽车电机智能制造综合标准化与新模式探索"	"电气时代"	"2019"	
"QKC20192019092500039219"	"焦化行业水污染防治现状及优化措施"	"山西化工"	"2019"	"焦化行业%水污染%防治"
"QKC20192019092500055757"	"大华股份与浙江移动签署5G战略合作协议"	"现代建筑电气"	"2019"	
"QKC20192019092500060694"	"Linux与Android系统有线同屏技术的实现研究"	"现代信息科技"	"2019"	"消费电子%同屏器%视频流"
"QKC20192019092500079649"	"人工智能创作物著作权问题的思考"	"中小企业管理与科技(中旬版)"	"2019"	"人工智能%创作物%著作权"
"QKC20192019092500080855"	"大数据时代商业银行全面风险管理的探索与创新"	"时代金融"	"2019"	"全面风险管理%大数据%商业银行"
"QKC20192019101200005498"	"论如何做好高新技术企业财务战略管理"	"财富生活"	"2019"	"高新技术企业%财务战略%科研项目%发展理念"
"QKC20192019101200033895"	"建筑企业数字化转型的三个维度与两项工作"	"中国勘察设计"	"2019"	
"QKC20192019101200043319"	"制造企业强化财务分析的相关探讨"	"商场现代化"	"2019"	"制造企业%财务分析%预算管理机制%财务分析机构%风险预警工作"
"QKC20192019101200051368"	"人工智能时代财务会计向管理会计的转型策略探讨"	"全国流通经济"	"2019"	"人工智能时代%财务会计%管理会计%转型策略"
"QKC20192019101200072018"	"基于人工智能在电气工程自动化中的运用分析"	"计算机产品与流通"	"2019"	"人工智能%电气工程自动化%运用"
"QKC20192019101200072048"	"一种基于大数据的种猪选育工艺研究"	"乡村科技"	"2019"	"大数据%种猪%选育工艺"
"QKC20192019101200081166"	"中国的数字经济未来将处于全球领先地位"	"中国品牌"	"2019"	
"QKC20192019101600032373"	"智慧公交大脑建设探析"	"中国交通信息化"	"2019"	"公交大脑%大数据%辅助决策%可视化"
"QKC20192019101600033523"	"同步调相机启动及控制策略在工程中的应用"	"集成电路应用"	"2019"	"控制策略%电压稳定%调相机启动%同步调相机"
"QKC20192019101600049024"	"智能卡芯片中ESD的设计"	"集成电路应用"	"2019"	"集成电路设计%静电放电%智能卡%TLP测试"
"QKC20192019101600053236"	"基于BL0939的天线效应分析"	"集成电路应用"	"2019"	"集成电路设计%天线效应%天线比率%反偏二极管%深亚微米"
"QKC20192019101600071121"	"热式质量燃气表发展研究"	"煤气与热力"	"2019"	"热式质量燃气表%热式质量计量技术%微电子机械系统(MEMS)"
"QKC20192019101600076120"	"浅谈大数据视角下实施财务共享服务探析"	"纳税"	"2019"	"大数据视角%财务共享服务%探析"
"QKC20192019101600077516"	"博通集成电路助力ETC产业前行"	"汽车与配件"	"2019"	
"QKC20192019101600081597"	"浅谈边缘计算的应用"	"中国新通信"	"2019"	"边缘计算%物联网%云计算"
"QKC20192019101600104788"	"汽车制造业物流新技术的应用探索"	"物流技术与应用"	"2019"	"汽车制造%桁架机器人%自动化立体仓库"
"QKC20192019101600105117"	"边缘计算在5G时代的价值研究"	"数字通信世界"	"2019"	"边缘计算%5G%物联网%价值"
"QKC20192019101600112219"	"中央空调节能技术分析与探讨"	"中小企业管理与科技(下旬)"	"2019"	"中央空调%节能理念%技术分析"
"QKC20192019101600114154"	"基于流式计算的广电实时大数据可视化平台"	"有线电视技术"	"2019"	"流式计算%大数据%实时数据%可视化"
"QKC20192019101600126156"	"双氧水系铜刻蚀液各向异性刻蚀机理和方法研究进展"	"浙江化工"	"2019"	"铜刻蚀液%双氧水%各向异性"
"QKC20192019102300004890"	"AI成就智慧城市"	"中国公共安全"	"2019"	
"QKC20192019102300012329"	"AI在智慧城市建设中的新应用"	"中国公共安全"	"2019"	
"QKC20192019102300016650"	"交通OD大数据研究"	"中国公共安全"	"2019"	
"QKC20192019102300019965"	"基于AR与物联网融合技术在智能交通领域的应用"	"中国公共安全"	"2019"	
"QKC20192019102300052405"	"化学工程工艺中绿色化工技术的实践应用研究"	"石化技术"	"2019"	"化学工程%工艺%绿色化工%实践应用"
"QKC20192019102300097738"	"生活垃圾焚烧发电项目环境监理要点研究"	"资源节约与环保"	"2019"	"生活垃圾焚烧发电%大气污染物%环境监理"
"QKC20192019102300101941"	"关于富氧微油点火技术应用研究"	"资源节约与环保"	"2019"	"富氧%节油%环保%点火技术%应用"
"QKC20192019103000013828"	"供应商远程品质管理"	"电子技术与软件工程"	"2019"	"远程管理%标准化%智能制造%云服务"
"QKC20192019103000014618"	"业财融合对企业财务管理方式的影响"	"财富生活"	"2019"	"业态融合%财务管理方式%建议"
"QKC20192019103000037280"	"基于视频图像数据交换与共享平台的研发总结"	"科技传播"	"2019"	"视频图像%大数据交换%共享平台"
"QKC20192019103000042011"	"论大数据时代下企业的财务管理转型"	"纳税"	"2019"	"大数据时代%财务管理%影响%建议"
"QKC20192019103000044115"	"发动机总装智能工厂的研究与应用"	"时代汽车"	"2019"	"智能工厂%发动机总装"
"QKC20192019103000072259"	"泵站信息管理平台的智能化建设"	"小水电"	"2019"	"泵站%智能化%智能监控%智能预警%状态检修%辅助运维%智能巡检"
"QKC20192019103000086563"	"紫金山金铜矿智慧矿山建设实践"	"工程建设"	"2019"	"智慧矿山%物联网%卡调系统%无人驾驶"
"QKC20192019103000088176"	"李西廷:迈瑞要为中国制造正名"	"中国企业家"	"2019"	
"QKC20192019110700001050"	"分析化工安全技术与环境保护"	"化工管理"	"2019"	"化工安全技术%环境保护"
"QKC20192019110700006456"	"探析加强化工企业安全生产和环境保护意识的措施"	"化工管理"	"2019"	"化工企业%安全生产%环境保护管理措施"
"QKC20192019111300028744"	"基于物联网技术的智能建筑"	"信息与电脑(理论版)"	"2019"	"物联网技术%智能建筑%智能化管理"
"QKC20192019111300029327"	"基于NB-IoT和LoRa相互协作的窨井盖检测系统"	"中国新通信"	"2019"	"井盖检测%NB-IoT%LoRa%相互协作"
"QKC20192019111300029889"	"关于无线定位技术在智慧城市建设中的应用思考"	"中国新通信"	"2019"	"无线定位技术%智慧城市%物联网"
"QKC20192019111300030636"	"试论企业财务信息化建设"	"商讯"	"2019"	"企业财务%信息化建设%大数据%云计算"
"QKC20192019111300031274"	"智慧交通大数据应用及相关问题研究"	"中国新通信"	"2019"	"智慧交通%大数据%应用"
"QKC20192019111300031881"	"100G PON的发展前景探讨"	"中国新通信"	"2019"	"100G PON%发展前景%探讨"
"QKC20192019111300032348"	"智慧通信在智慧城市中的应用"	"中国新通信"	"2019"	"智慧通信%智慧城市%无线技术"
"QKC20192019111300036837"	"探讨船舶生活污水处理技术及其发展趋势"	"中国水运(下半月)"	"2019"	"海洋环境%船舶生活污水%排放标准%污水处理"
"QKC20192019111300038780"	"大数据环境下的供应链风险管控"	"中国物流与采购"	"2019"	"大数据环境%供应链%风险管控"
"QKC20192019111300040528"	"海洋石油污染微生物修复研究进展"	"中国水运(下半月)"	"2019"	"海洋石油污染%微生物降解%生物修复%海洋环境"
"QKC20192019111900020373"	"广电新媒体企业是否可以复制Netflix和爱优腾的自制剧模式"	"中国广播影视"	"2019"	"广电新媒体企业%Netflix%自制剧模式"
"QKC20192019111900028409"	"计算机集成制造系统(CIM)在半导体封装中的应用浅析"	"中国集成电路"	"2019"	"集中控制系统%信息管理系统%监控"
"QKC20192019111900030503"	"化工安全生产与环境保护管理措施研究"	"广州化工"	"2019"	"化工%安全生产%环境保护%管理"
"QKC20192019111900033003"	"MES在IC封装中的应用初探"	"中国集成电路"	"2019"	"封装%MES%数据管控"
"QKC20192019111900088153"	"大华股份与特斯联签署战略合作协议"	"现代建筑电气"	"2019"	
"QKC20192019111900089647"	"铝压铸链条盖全工序精准追溯工艺开发及应用"	"特种铸造及有色合金"	"2019"	"压铸%产品追溯%智能制造生产管理系统"
"QKC20192019111900104103"	"三雄极光亮相上海教育展 智慧校园系统赋能教育领域"	"现代建筑电气"	"2019"	
"QKC20192019112600003378"	"重庆智飞生物制品股份有限公司"	"华南预防医学"	"2019"	
"QKC20192019112600009822"	"人工智能时代下财务管理的思考"	"财富生活"	"2019"	"人工智能时代%财务机器人%财务管理"
"QKC20192019112600012190"	"社会资本举办医疗机构性质的选择-税收筹划角度分析"	"财富生活"	"2019"	"社会办医%非营利性%医疗机构%医疗投资"
"QKC20192019112600014539"	"从""专业编辑""到""产品经理""-科技图书编辑转型浅析"	"出版参考"	"2019"	"数字出版%专业编辑%科学图书%产品经理"
"QKC20192019112600023265"	"基于物联网监测的供水管网分区建模技术研究"	"给水排水"	"2019"	"供水管网模型%物联网监测%分区建模%模型维护"
"QKC20192019112600043867"	"5G+无线接入网络部署问题及技术分析"	"中国新通信"	"2019"	"5G%网络部署%网络接入技术"
"QKC20192019112600051046"	"5G时代综合布线机遇及挑战"	"中国新通信"	"2019"	"5G时代%综合布线%机遇%挑战"
"QKC20192019112600055459"	"5G技术促进区块链在物联网中应用的探讨"	"中国新通信"	"2019"	"5G技术%区块链%物联网"
"QKC20192019112600067295"	"大数据技术在智能交通中的应用分析"	"工程技术研究"	"2019"	"大数据技术%智能交通%应用分析"
"QKC20192019112600068268"	"有线电视运营商参与智慧校园建设-论中小学、幼儿园三位一体智慧防控体系"	"中国有线电视"	"2019"	"广电网络%三位一体%智慧防控%前沿"
"QKC20192019120300001221"	"大数据环境下提升内部审计质量的有效策略"	"财会学习"	"2019"	"大数据%内部审计%审计质量%有效策略"
"QKC20192019120300008454"	"基于大数据的工控态势感知监测预警系统"	"信息技术与标准化"	"2019"	"工业控制系统%工控安全%态势感知%攻击者画像%大数据分析"
"QKC20192019120300012188"	"基于大数据的网络安全态势感知解决方案"	"信息技术与标准化"	"2019"	"态势感知%人工智能%APT攻击%软件基因%大数据分析"
"QKC20192019120300012713"	"网络安全态势感知通报预警与防御解决方案"	"信息技术与标准化"	"2019"	"态势感知%安全大数据%通报预警%安全数据可视化%威胁情报"
"QKC20192019120300015190"	"金融科技助力构建智能网络安全防护"	"中国信息安全"	"2019"	
"QKC20192019120300023781"	"智能信息化对财务共享服务机构的影响研究"	"企业改革与管理"	"2019"	"信息化%共享服务%财务转型"
"QKC20192019120300025562"	"城市智能停车系统分析与设计研究"	"科学技术创新"	"2019"	"智能停车系统%停车诱导%物联网%系统设计"
"QKC20192019120300033759"	"智能化污水处理研究及发展应用"	"决策探索(中)"	"2019"	"智能化%自动化%污水处理%多耦合"
"QKC20192019120300051873"	"浅析大数据环境下企业财务管理信息系统应用"	"商讯"	"2019"	"大数据环境%企业%财务管理%信息系统"
"QKC20192019120300053532"	"基于燃气安全风险的大数据预警模型分析"	"信息与电脑(理论版)"	"2019"	"燃气安全风险%大数据%预警模型"
"QKC20192019120300056765"	"一键顺控智能化拟票技术研究与应用"	"电网与清洁能源"	"2019"	"一键顺控%智能化拟票%顺控设备态%操作票"
"QKC20192019120300071574"	"探讨财务会计向管理会计转型的趋势"	"营销界"	"2019"	"财务会计%管理会计%转型%趋势"
"QKC20192019120300074970"	"BIM与电子招投标协同应用现状及趋势"	"招标采购管理"	"2019"	
"QKC20192019121000011670"	"物联网称重传感器生命周期及故障预警研究"	"衡器"	"2019"	"汽车衡%物联网称重传感器%生命周期%故障预警%内码%智能制造"
"QKC20192019121000017321"	"智能交通中大数据技术的应用"	"中国交通信息化"	"2019"	"大数据%智能交通%应用%发展"
"QKC20192019121000018631"	"看不够的海景"	"牡丹"	"2019"	
"QKC20192019121000039996"	"大数据背景下企业财务管理问题及解决对策"	"中小企业管理与科技(上旬)"	"2019"	"大数据%企业财务管理%问题%解决对策"
"QKC20192019121700007435"	"大数据在智能城市建设中的运用"	"电子技术与软件工程"	"2019"	"大数据时代%智慧城市建设"
"QKC20192019121700008745"	"5G技术与智慧生活物联网的结合方式"	"电子技术与软件工程"	"2019"	"5G%生活与工作%应用%影响"
"QKC20192019121700010458"	"浅谈制造业企业成本管控"	"大众投资指南"	"2019"	"制造业%成本管控%问题及措施"
"QKC20192019121700012135"	"物联网发展中的5G通信技术应用"	"电子技术与软件工程"	"2019"	"物联网环境%5G通信%技术应用"
"QKC20192019121700022199"	"BL6523GX-Y芯片简介"	"集成电路应用"	"2019"	
"QKC20192019121700025208"	"机械设计与加工中的CAD-CAM技术分析"	"集成电路应用"	"2019"	"计算机工程%CAD-CAM%机械设计%机械加工"
"QKC20192019121700035948"	"电子温压修正膜式燃气表技术分析"	"煤气与热力"	"2019"	"膜式燃气表%电子温压修正%计量%温度%压力"
"QKC20192019121700038197"	"智能制造技术在箱体制造中的应用"	"内燃机与配件"	"2019"	"智能制造技术%箱体制造%应用"
"QKC20192019121700040246"	"基于订单驱动的智能制造技术研究"	"内燃机与配件"	"2019"	"信息化%工业4.0%智能制造%两化融合"
"QKC20192019121700055276"	"大数据时代财务管理的创新探究"	"商讯"	"2019"	"大数据%财务管理%创新管理"
"QKC20192019121700062027"	"AI、大数据时代智能安防在智慧城市建设中的发展与应用趋势"	"中国安防"	"2019"	
"QKC20192019121700062090"	"人工智能时代智慧安防在智慧城市中的发展与应用解析"	"中国安防"	"2019"	
"QKC20192019121700064931"	"环境保护验收监测中相关问题与措施探讨"	"资源节约与环保"	"2019"	"绿色环境保护%验收监测%应用策略"
"QKC20192019121700073381"	"浅谈无线物联网技术在警务工作中的应用"	"中国安防"	"2019"	
"QKC20192019121700073415"	"物联网与AR技术在高速服务区的具体应用"	"中国安防"	"2019"	
"QKC20192019122600019252"	"白泥在文化纸机及其产品的推广应用"	"中华纸业"	"2019"	"填料%白泥%纸张强度%灰分%脱水效率"
"QKC20192019122600029485"	"数字城市与物联网的集成研究"	"信息通信"	"2019"	"数字城市%物联网%集成"
"QKC20192019122600038737"	"垃圾渗滤液膜滤浓缩液处理技术的研究进展"	"节能"	"2019"	"垃圾渗滤液%膜滤浓缩液%处理技术"
"QKC20192019122600050571"	"久其金建 建筑企业数字化专家!"	"施工企业管理"	"2019"	
"QKC20192019122600067057"	"从数字到数据:征信系统数据化转型研究"	"冶金管理"	"2019"	"征信系统%数据化%转型"
"QKC20192019122600071393"	"浅析我国智能制造的发展态势"	"中国标准化"	"2019"	"智能制造%阶段%发展态势"
"QKC20192019122600077739"	"人工智能引发电影创作生产变革新浪潮"	"中国文艺评论"	"2019"	"电影创作%人工智能%生产变革%文艺创新"
"QKC20192019123100011435"	"面向服务的矿物流程生产大数据应用研究"	"矿山机械"	"2019"	"矿山%流程生产%物联网%大数据"
"QKC20192019123100012362"	"基于物联网的变电设备故障诊断研究"	"科技风"	"2019"	"物联网%变电设备%故障诊断"
"QKC20192019123100015723"	"NB-IoT物联网水表设计与应用"	"给水排水"	"2019"	"智能水表%NB-IoT%智慧水务"
"QKC20192019123100029134"	"基于5.8G路径识别系统的路网信息采集与应用"	"中国新技术新产品"	"2019"	"高速公路%5.8GHz路径识别%交通信息采集"
"QKC20192019123100030813"	"石墨烯-橡胶复合材料在输送带胶料中的应用"	"橡胶科技"	"2019"	"石墨烯%复合材料%输送带%丁苯橡胶%天然橡胶%耐磨性能%撕裂强度%使用寿命"
"QKC20192019123100030899"	"浅谈企业财务管理信息化建设"	"商讯"	"2019"	"企业%财务管理信息化%建设对策"
"QKC20192019123100031980"	"良信智能配电管理系统Nader-IPMS"	"现代建筑电气"	"2019"	"智能配电管理系统%工作原理%系统功能%系统优势"
"QKC20192019123100034369"	"大华股份与杭州公安钱塘新区分局签署战略合作协议"	"现代建筑电气"	"2019"	
"QKC20192019123100039006"	"大数据背景下财务会计与管理会计融合研究"	"时代金融"	"2019"	"大数据%财务会计%管理会计"
"QKC20192019123100040331"	"潮平两岸阔 风正一帆悬-写在中钨高新重整三周年之际"	"中国有色金属"	"2019"	
