"name"	"apply_numb"	"notice_date"	"name"
	"CN201520745185.9"	"2016.08.24"	"儿童关节型过敏性紫癜下肢支具"
	"CN201620176206.4"	"2016.08.10"	"一种基于物联网的农业温室智能管理系统"
	"CN201620176206.4"	"2016.08.10"	"一种基于物联网的农业温室智能管理系统"
	"CN201521001628.X"	"2016.08.24"	"一种物联网教育管理平台"
	"CN201521001628.X"	"2016.08.24"	"一种物联网教育管理平台"
"深圳市博来美电子有限公司"	"CN201620389371.8"	"2016.11.23"	"一种基于物联网的高温蒸汽清洁机数据采集系统"
"深圳市今视通数码科技有限公司"	"CN201630272698.2"	"2017.02.22"	"机器人"
"深圳市今视通数码科技有限公司"	"CN201630272698.2"	"2017.02.22"	"机器人"
"福建北极光虚拟视觉展示科技有限公司"	"CN201611003430.4"	"2017.04.05"	"一种基于图像识别技术的舌像检测方法及系统"
"深圳安邦科技有限公司"	"CN201610938534.8"	"2017.05.10"	"基于物联网的智能动力环境及视频监控云服务系统"
"深圳安邦科技有限公司"	"CN201710186402.9"	"2017.06.20"	"一种自适应的物联网智能网关实现方法及其设备"
"福建北极光虚拟视觉展示科技有限公司"	"CN201621221560.0"	"2017.08.15"	"一种基于图像识别技术的舌像检测装置"
"深圳市赛菲姆科技有限公司"	"CN201621477058.6"	"2017.09.01"	"一种通过图像识别算法控制摄像机除雾的装置"
"深圳市赛菲姆科技有限公司"	"CN201621477058.6"	"2017.09.01"	"一种通过图像识别算法控制摄像机除雾的装置"
"洛阳航凌电子工程有限公司"	"CN201621466130.5"	"2017.09.19"	"一种基于物联网的物料实时计重采集装置"
"深圳帕罗人工智能科技有限公司"	"CN201710612421.3"	"2017.12.01"	"一种基于复杂环境下的人脸情绪识别方法"
"四川芯科源科技有限公司"	"CN201720458488.1"	"2017.12.19"	"一种基于NB‑IoT的无线式地磁车位检测器"
"陕西尚品信息科技有限公司"	"CN201720389439.7"	"2018.01.05"	"一种低功耗的智能救援车"
"陕西尚品信息科技有限公司"	"CN201720401259.6"	"2018.01.05"	"一种基于高安全性的车载逆变电源"
"深圳市祈飞科技有限公司"	"CN201720389499.9"	"2018.05.18"	"一种自动抽屉机构"
"浙江捷尚人工智能研究发展有限公司"	"CN201711308920.X"	"2018.05.29"	"机器人转弯机构"
"浙江捷尚人工智能研究发展有限公司"	"CN201711466401.6"	"2018.05.29"	"一种手持巡检终端以及巡检系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201711308900.2"	"2018.06.01"	"基于导航系统的机器人方位检测方法、装置及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201711310486.9"	"2018.06.01"	"一种铰连接的机器人平衡结构"
"深圳意得尔电子科技有限公司"	"CN201721072954.9"	"2018.06.05"	"一种物联网智能家居控制系统"
"珠海华发新科技投资控股有限公司"	"CN201711484609.0"	"2018.06.15"	"一种基于物联网技术的电视盒子系统及实现方法"
"浙江捷尚人工智能研究发展有限公司"	"CN201711464819.3"	"2018.06.15"	"基于激光雷达的机器人避障系统及其应用方法"
"鞍钢集团自动化有限公司"	"CN201711460120.X"	"2018.06.15"	"一种钢铁智能工厂的平台构建方法"
"浙江捷尚人工智能研究发展有限公司"	"CN201711310478.4"	"2018.06.22"	"基于摄像头的门控制方法、装置及系统"
"山东华芯电子有限公司"	"CN201720755768.9"	"2018.01.16"	"嵌入式集成电路"
"广东汇龙通电缆实业有限公司"	"CN201720231710.4"	"2018.02.09"	"耐高温绝缘防火电缆"
"深圳市元维科技有限公司"	"CN201720895527.4"	"2018.02.13"	"一种高清内窥镜驱动电路"
"陕西尚品信息科技有限公司"	"CN201721060535.3"	"2018.05.04"	"一种基于CD4046的高稳定性数字红外耳机"
"浙江捷尚人工智能研究发展有限公司"	"CN201711311494.5"	"2018.07.27"	"基于双目相机和激光雷达的机器人定位方法、装置及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201711311492.6"	"2018.07.27"	"基于全景摄像头的机器人行驶控制方法、装置及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201711462320.9"	"2018.07.06"	"具备内部散热功能的机器人"
"浙江捷尚人工智能研究发展有限公司"	"CN201711466438.9"	"2018.07.06"	"一种施工监控方法"
"浙江捷尚人工智能研究发展有限公司"	"CN201711466417.7"	"2018.07.10"	"一种巡检方法"
"深圳安邦科技有限公司"	"CN201810364718.7"	"2018.08.14"	"一种基于物联网的智慧路灯杆"
"浙江捷尚人工智能研究发展有限公司"	"CN201711310464.2"	"2018.08.24"	"利用深度相机探测路面状态的方法、装置及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201721712120.X"	"2018.08.28"	"机器人转弯机构"
"浙江捷尚人工智能研究发展有限公司"	"CN201721717674.9"	"2018.08.28"	"一种铰连接的机器人平衡结构"
"深圳新恒业电池科技有限公司"	"CN201810308001.0"	"2018.09.04"	"一种锂离子电池用锡-硅基石墨烯球负极材料的制备方法"
"深圳先知大数据有限公司"	"CN201820309463.X"	"2018.09.11"	"一种基于物联网的手机外壳高度检测系统"
"深圳先知大数据有限公司"	"CN201820306771.7"	"2018.09.18"	"一种基于物联网的手机壳外长外宽检测装置"
"深圳市祈飞科技有限公司"	"CN201720389511.6"	"2018.09.18"	"一种智能医疗柜"
"深圳新恒业电池科技有限公司"	"CN201810239161.4"	"2018.10.12"	"一种石墨烯导电浆料及其制备方法"
"浙江捷尚人工智能研究发展有限公司"	"CN201721717673.4"	"2018.10.12"	"一种巡检机器人行走组件的走线结构"
"深圳新恒业电池科技有限公司"	"CN201810236880.0"	"2018.10.16"	"一种二硫化钴纳米晶/石墨烯复合电极材料以及制备方法"
"浙江金开物联网科技有限公司"	"CN201830091933.5"	"2018.10.19"	"仪表衬板(1)"
"深圳市迈步机器人科技有限公司"	"CN201810392376.X"	"2018.10.19"	"一种外骨骼机器人"
"浙江金开物联网科技有限公司"	"CN201830091935.4"	"2018.10.19"	"仪表衬板(2)"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589597.6"	"2018.10.26"	"一种网络窃听防御方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810587829.4"	"2018.10.30"	"基于全同态加密的认证方法、电子设备、存储介质及系统"
"深圳市祈飞科技有限公司"	"CN201710242823.9"	"2018.11.02"	"一种智能医疗柜"
"浙江捷尚人工智能研究发展有限公司"	"CN201810588918.0"	"2018.11.13"	"网络目标防御效能评估方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589578.3"	"2018.11.16"	"基于区块链的产品防伪方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810587745.0"	"2018.11.16"	"AMI无线传感器网络安全数据聚合方法、电子设备、介质"
"浙江捷尚人工智能研究发展有限公司"	"CN201810587772.8"	"2018.11.16"	"网络移动目标防御方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589614.6"	"2018.11.16"	"网络安全的动态调度方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589806.7"	"2018.11.16"	"区块链隐私保护方法及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589169.3"	"2018.11.20"	"知识图谱中实体相似度的计算方法及系统"
"武汉众犇慧通科技有限公司"	"CN201810648380.8"	"2018.11.23"	"一种基于三轴振动的电机监测诊断方法"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589518.1"	"2018.11.23"	"基于区块链的数据管理方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589541.0"	"2018.11.23"	"隐私保护聚类数据挖掘方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810588929.9"	"2018.11.23"	"一种全局数据加密方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589589.1"	"2018.11.23"	"无线传感器网络的组网方法、电子设备、存储介质及系统"
"杭州程天科技发展有限公司"	"CN201810604374.2"	"2018.11.23"	"无固定座椅的帮扶机器人、帮扶机器人及其控制方法"
"深圳新恒业电池科技有限公司"	"CN201810586526.0"	"2018.11.27"	"一种多孔石墨烯的制备方法"
"合肥赛因斯智控技术有限公司"	"CN201811100257.9"	"2018.11.30"	"一种5G频道传输的物联网智能广告管控平台及应用方法"
"浙江捷尚人工智能研究发展有限公司"	"CN201810587820.3"	"2018.11.30"	"磁流体动力学数据仿真方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589598.0"	"2018.12.07"	"移动图像的图像配准方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589809.0"	"2018.12.07"	"短密钥全同态加密方法及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810588836.6"	"2018.12.07"	"一种计算流体力学实时模拟方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810588919.5"	"2018.12.07"	"一种基于OpenFlow的网络层移动目标防御方法及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589580.0"	"2018.12.11"	"个人隐私保护方法、电子设备、存储介质"
"厦门市物联网产业研究院有限公司"	"CN201830224919.8"	"2018.12.11"	"胸牌"
"浙江捷尚人工智能研究发展有限公司"	"CN201810587717.9"	"2018.12.14"	"大数据确权方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810587775.1"	"2018.12.14"	"一种多方记录链接方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589811.8"	"2018.12.14"	"图数据发布隐私保护的聚类匿名方法及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589820.7"	"2018.12.14"	"匿名区域生成方法、电子设备、存储介质及系统"
"深圳市引方科技有限公司"	"CN201810927419.X"	"2018.12.18"	"一种分布式环境下的网络设备完整性保护方法"
"浙江捷尚人工智能研究发展有限公司"	"CN201810588824.3"	"2018.12.18"	"区块链信息传输方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589826.4"	"2018.12.18"	"用户隐私保护方法及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810587781.7"	"2018.12.18"	"供应链动态管理方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589170.6"	"2018.12.18"	"用于临床领域时序知识图谱的链接预测方法及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810588127.8"	"2018.12.21"	"增量式隐私保护的频繁模式挖掘方法及系统"
"深圳先知大数据有限公司"	"CN201820309461.0"	"2018.12.21"	"一种基于物联网的激光扫描断刀检测装置"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589623.5"	"2018.12.28"	"基于区块链的合同签署方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810588799.9"	"2018.12.28"	"信息物理融合系统的信息保护方法、设备、介质及架构"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589508.8"	"2019.01.04"	"轨迹数据隐私保护方法、电子设备、存储介质及系统"
"深圳市中科智联科技有限公司"	"CN201820675073.4"	"2019.01.04"	"车流量传感器及车流量检测系统"
"陕西三恒电子科技有限公司"	"CN201820914172.3"	"2019.01.04"	"一种精密同步函数发生电路"
"深圳市中科智联科技有限公司"	"CN201820673540.X"	"2019.01.04"	"照度采集器及照度采集系统"
"苏州全波通信技术股份有限公司"	"CN201811267780.0"	"2019.01.11"	"基于石墨烯的半导体优化导热方法及结构"
"浙江捷尚人工智能研究发展有限公司"	"CN201810587720.0"	"2019.01.18"	"数据安全共享方法、电子设备、存储介质及系统"
"苏州翔升人工智能科技有限公司"	"CN201810944235.4"	"2019.01.18"	"一种基于深度学习的机器视觉技术检测方法"
"苏州翔升人工智能科技有限公司"	"CN201810944235.4"	"2019.01.18"	"一种基于深度学习的机器视觉技术检测方法"
"江苏新电新能源科技有限公司"	"CN201821063644.5"	"2019.01.18"	"一种文物囊匣专用外置式物联网温湿度监测装置"
"浙江金开物联网科技有限公司"	"CN201830428383.1"	"2019.01.29"	"电动车充电装置"
"浙江捷尚人工智能研究发展有限公司"	"CN201810589588.7"	"2019.02.12"	"一种知识图谱推理方法、电子设备、存储介质及系统"
"浙江捷尚人工智能研究发展有限公司"	"CN201810587753.5"	"2019.02.12"	"位置隐私保护方法、电子设备、存储介质"
"江苏新电新能源科技有限公司"	"CN201821063651.5"	"2019.02.15"	"一种小型物联网恒湿机"
"深圳力维智联技术有限公司"	"CN201811444067.9"	"2019.02.15"	"物联网设备、物联网平台及接入物联网平台的方法和系统"
"深圳市共济科技股份有限公司"	"CN201820486210.X"	"2019.02.19"	"一种热交换芯体及空调设备"
"深圳安邦科技有限公司"	"CN201830513927.4"	"2019.02.22"	"智慧路灯(""望华灯""系列)"
"珠海模范智能科技有限公司"	"CN201811241735.8"	"2019.03.29"	"一种无人机回收装置及回收方法"
"珠海模范智能科技有限公司"	"CN201811241735.8"	"2019.03.29"	"一种无人机回收装置及回收方法"
"深圳力维智联技术有限公司"	"CN201811287203.8"	"2019.04.26"	"一种基于区块链的物联网告警管理系统和方法"
"浙江金开物联网科技有限公司"	"CN201830647886.8"	"2019.04.30"	"电动车充电设备(二)"
"浙江金开物联网科技有限公司"	"CN201811517217.4"	"2019.05.03"	"一种电动车铅酸电池组保护模块"
"浙江金开物联网科技有限公司"	"CN201811517209.X"	"2019.05.21"	"用于智能电动车的数字化控制方法"
"浙江金开物联网科技有限公司"	"CN201811517194.7"	"2019.05.21"	"一种电动车模块化智能电控系统"
"墨子(深圳)人工智能技术有限公司"	"CN201830607772.0"	"2019.05.21"	"插线板"
"上海电信科技发展有限公司"	"CN201910198451.3"	"2019.05.24"	"用于消防水压表的物联网智能识别和报警的系统和方法"
"武汉众犇慧通科技有限公司"	"CN201910231250.9"	"2019.05.28"	"一种基于在线监测的旋转机械早期故障诊断方法及系统"
"海安芯润集成电路科技有限公司"	"CN201910225222.6"	"2019.05.31"	"一种用于贴片元器件的检测装置"
"厦门市物联网产业研究院有限公司"	"CN201821922059.6"	"2019.05.31"	"一种区域内人员位置信息采集手环及采集系统"
"矽力杰半导体技术(杭州)有限公司"	"CN201811209486.4"	"2019.06.07"	"集成电路、可调光LED驱动电路及其驱动方法"
"杭州程天科技发展有限公司"	"CN201820910188.7"	"2019.06.14"	"扶腰绑带及帮扶机器人"
"杭州程天科技发展有限公司"	"CN201820910022.5"	"2019.06.14"	"托臀绑带及应用其的帮扶机器人"
"深圳极视角科技有限公司"	"CN201811545886.2"	"2019.06.14"	"基于人工智能的安检违禁物品检测方法、装置及电子设备"
"深圳力维智联技术有限公司"	"CN201910154191.X"	"2019.06.18"	"基于大数据的基站故障检测方法、装置和存储介质"
"厦门市物联网产业研究院有限公司"	"CN201821923000.9"	"2019.06.21"	"一种区域内人员位置信息采集胸卡及采集系统"
"深圳智链物联科技有限公司"	"CN201910147472.2"	"2019.06.25"	"一种物联网设备信息共享系统、装置及终端设备"
"深圳力维智联技术有限公司"	"CN201910201371.9"	"2019.07.05"	"物联网设备站点开通方法、装置、系统及存储介质"
"江西泓汀智能科技有限公司"	"CN201822008985.9"	"2019.07.05"	"一种物联网智能监控摄像头"
"江西泓汀智能科技有限公司"	"CN201822008985.9"	"2019.07.05"	"一种物联网智能监控摄像头"
"江西泓汀智能科技有限公司"	"CN201822008985.9"	"2019.07.05"	"一种物联网智能监控摄像头"
"湖南启泰传感科技有限公司"	"CN201711500207.5"	"2019.07.09"	"一种高性能宽量程带温敏型薄膜压敏芯片"
"深圳猛犸电动科技有限公司"	"CN201910250616.7"	"2019.07.16"	"一种工况信息采集装置及采集方法"
"深圳市中联通电子股份有限公司"	"CN201821873691.6"	"2019.07.19"	"一种新型物联网大数据智慧科技展示平台装置"
"晶科华兴集成电路(深圳)有限公司"	"CN201822236722.3"	"2019.07.19"	"短运行行程的芯片加工用倒装装置"
"深圳市迈步机器人科技有限公司"	"CN201820625031.X"	"2019.07.23"	"尺寸调节装置"
"晶科华兴集成电路(深圳)有限公司"	"CN201822236712.X"	"2019.07.30"	"一种适用于晶圆芯片加工的自动化设备"
"晶科华兴集成电路(深圳)有限公司"	"CN201822236720.4"	"2019.07.30"	"一种半导体场效应晶体管的制作加工装置"
"杭州程天科技发展有限公司"	"CN201820909296.2"	"2019.08.02"	"无固定座椅的帮扶机器人、帮扶机器人"
"广东博智林机器人有限公司"	"CN201910340570.8"	"2019.08.02"	"还原氧化石墨烯分散液及具有石墨烯涂层的器件的制备方法"
"广东博智林机器人有限公司"	"CN201910340570.8"	"2019.08.02"	"还原氧化石墨烯分散液及具有石墨烯涂层的器件的制备方法"
"广东博智林机器人有限公司"	"CN201910340570.8"	"2019.08.02"	"还原氧化石墨烯分散液及具有石墨烯涂层的器件的制备方法"
"安徽省智慧产业研究院股份有限公司"	"CN201910382464.6"	"2019.08.09"	"一种兼具无线信号收发功能的大数据存储器"
"天通畅达(深圳)科技有限公司"	"CN201910349499.X"	"2019.08.09"	"基于多个数据通道并发捆绑承载大数据量业务的传输方法及系统"
"晶科华兴集成电路(深圳)有限公司"	"CN201822236723.8"	"2019.08.16"	"抵御静电不良影响的芯片测试夹具"
"平安国际智慧城市科技股份有限公司"	"CN201910355723.6"	"2019.08.23"	"一种解锁方法、终端设备及计算机可读存储介质"
"平安国际智慧城市科技股份有限公司"	"CN201910356590.4"	"2019.08.23"	"基于分布式存储系统的数据存储方法、存储节点及介质"
"墨子(深圳)人工智能技术有限公司"	"CN201830538559.9"	"2019.08.27"	"智能路由器"
"平安国际智慧城市科技股份有限公司"	"CN201910281540.4"	"2019.08.27"	"一种冷链物流投保方法、装置、计算机设备及存储介质"
"深圳极视角科技有限公司"	"CN201910399647.9"	"2019.09.06"	"一种基于人工智能的数据开发系统"
"深圳市超准视觉科技有限公司"	"CN201910498194.5"	"2019.09.24"	"一种智能焊接方法及工作站"
"平安国际智慧城市科技股份有限公司"	"CN201910371277.8"	"2019.10.08"	"道路拥堵程度的评估方法、装置、计算机设备及存储介质"
"平安国际智慧城市科技股份有限公司"	"CN201910400914.X"	"2019.10.08"	"基于人工智能的预警方法、系统、计算机设备及存储介质"
"四川长虹网络科技有限责任公司"	"CN201910625326.6"	"2019.10.11"	"一种可降低物联网产品电池电量消耗的方法及系统"
"平安国际智慧城市科技股份有限公司"	"CN201910426710.3"	"2019.10.15"	"医学影像管理方法、装置、系统及存储介质"
"平安国际智慧城市科技股份有限公司"	"CN201910430063.3"	"2019.10.15"	"大数据的地图背景优化方法、装置、设备及存储介质"
"平安国际智慧城市科技股份有限公司"	"CN201910426634.6"	"2019.10.15"	"医学影像评估方法、装置、计算机设备及存储介质"
"平安国际智慧城市科技股份有限公司"	"CN201910469110.5"	"2019.10.22"	"一种题目特征表示方法、装置及存储介质"
"深圳市格灵人工智能与机器人研究院有限公司"	"CN201910604111.6"	"2019.10.22"	"一种生产流水线"
"平安国际智慧城市科技股份有限公司"	"CN201910526298.2"	"2019.10.25"	"视频监控方法、装置及计算机可读存储介质"
"深圳市迈步机器人科技有限公司"	"CN201820627307.8"	"2019.10.25"	"一种外骨骼机器人"
"深圳市格灵人工智能与机器人研究院有限公司"	"CN201910604094.6"	"2019.10.25"	"一种分离装置及加工设备"
"平安国际智慧城市科技股份有限公司"	"CN201910539972.0"	"2019.10.25"	"项目查重方法、装置、设备及存储介质"
"平安国际智慧城市科技股份有限公司"	"CN201910535476.8"	"2019.10.29"	"文本查重方法、装置、设备及存储介质"
"晶科华兴集成电路(深圳)有限公司"	"CN201822236719.1"	"2019.11.01"	"一种避免芯片陷在胶槽的贴片机"
"平安国际智慧城市科技股份有限公司"	"CN201910548749.2"	"2019.11.05"	"基于人工智能的门禁控制方法、系统、设备及存储介质"
"平安国际智慧城市科技股份有限公司"	"CN201910605192.1"	"2019.11.08"	"车辆管控方法、装置、计算机设备和存储介质"
"厦门市物联网产业研究院有限公司"	"CN201920861528.6"	"2019.11.08"	"一种智慧农业数据采集智能网关"
"珠海模范智能科技有限公司"	"CN201821735272.6"	"2019.11.12"	"一种无人机基站"
"珠海模范智能科技有限公司"	"CN201821735272.6"	"2019.11.12"	"一种无人机基站"
"平安国际智慧城市科技股份有限公司"	"CN201910549567.7"	"2019.11.15"	"个性化地图下载方法、装置、设备及存储介质"
"深圳市格灵人工智能与机器人研究院有限公司"	"CN201910590217.5"	"2019.11.15"	"PCB板Pin针高度检测方法及系统"
"平安国际智慧城市科技股份有限公司"	"CN201910548256.9"	"2019.11.15"	"基于Docker的数据采集方法、装置及计算机设备、存储介质"
"平安国际智慧城市科技股份有限公司"	"CN201910546883.9"	"2019.11.15"	"需求处理服务化的实现方法、装置及计算机设备、存储介质"
"平安国际智慧城市科技股份有限公司"	"CN201910540699.3"	"2019.11.15"	"路段特征模型训练方法、装置、终端设备及存储介质"
"矽力杰半导体技术(杭州)有限公司"	"CN201910846929.9"	"2019.11.15"	"调光信号生成电路和方法、集成电路及LED驱动电路"
"苏州全波通信技术股份有限公司"	"CN201821758834.9"	"2019.11.19"	"基于石墨烯的半导体优化导热结构"
"深圳市格灵人工智能与机器人研究院有限公司"	"CN201910588264.6"	"2019.11.19"	"一种电路板焊接质量检测方法及装置"
"平安国际智慧城市科技股份有限公司"	"CN201910666714.9"	"2019.11.22"	"基于路况预测的调整红绿灯时长的方法及相关设备"
"本识科技(深圳)有限公司"	"CN201910619562.7"	"2019.11.22"	"一种基于用户信息交互的智能助理系统及智能助理机器人"
"广东博智林机器人有限公司"	"CN201910937362.6"	"2019.12.06"	"腋托及移乘助行器"
"广东博智林机器人有限公司"	"CN201910937362.6"	"2019.12.06"	"腋托及移乘助行器"
"广东博智林机器人有限公司"	"CN201910937362.6"	"2019.12.06"	"腋托及移乘助行器"
"矽力杰半导体技术(杭州)有限公司"	"CN201910932906.X"	"2019.12.06"	"集成电路、可调光LED驱动电路及其驱动方法"
"深圳市神舟电脑股份有限公司"	"CN201920443966.0"	"2019.12.06"	"一种人工智能穿戴设备"
"深圳市神舟电脑股份有限公司"	"CN201920443966.0"	"2019.12.06"	"一种人工智能穿戴设备"
"晶科华兴集成电路(深圳)有限公司"	"CN201822236726.1"	"2019.12.17"	"带有顶出机构的芯片键合装置"
"蚂蚁新能源科技(天津)有限公司"	"CN201921029395.2"	"2019.12.17"	"一种锂电池用散热保护装置"
"蚂蚁新能源科技(天津)有限公司"	"CN201920995842.3"	"2019.12.17"	"一种防水防漏液的锂电池箱"
"蚂蚁新能源科技(天津)有限公司"	"CN201921004618.X"	"2019.12.17"	"一种锂电池组安装箱"
"蚂蚁新能源科技(天津)有限公司"	"CN201921011825.8"	"2019.12.17"	"一种二轮电动车锂电池外壳"
"蚂蚁新能源科技(天津)有限公司"	"CN201921020482.1"	"2019.12.17"	"一种三轮车锂电池用的紧固装置"
"蚂蚁新能源科技(天津)有限公司"	"CN201921020483.6"	"2019.12.17"	"一种电动车锂电池接口结构"
"平安国际智慧城市科技股份有限公司"	"CN201910751640.9"	"2019.12.20"	"一种拍摄证件照的方法、装置、设备及存储介质"
"广东博智林机器人有限公司"	"CN201910909234.0"	"2019.12.27"	"一体式轮椅床"
"广东博智林机器人有限公司"	"CN201910909234.0"	"2019.12.27"	"一体式轮椅床"
"广东博智林机器人有限公司"	"CN201910909234.0"	"2019.12.27"	"一体式轮椅床"
"浙江悦芯科技有限公司"	"CN201910918267.1"	"2019.12.31"	"一种基于物联网的电力智能监测控制模组及监测控制方法"
"深圳市安测生命科技有限公司"	"CN201810550536.9"	"2019.12.31"	"基于人工智能的乳腺影像识别系统及方法"
"晶科华兴集成电路(深圳)有限公司"	"CN201822236718.7"	"2020.01.03"	"一种便携式智慧型MOSFET参数测量装置"
"上海云从企业发展有限公司"	"CN201910872797.7"	"2020.01.07"	"一种数据处理方法、装置、机器可读介质及设备"
"深圳市卡达斯物联网技术有限公司"	"CN201930193262.8"	"2020.01.07"	"数字会议话筒"
"广东博智林机器人有限公司"	"CN201910986716.6"	"2020.01.17"	"一体式联动轮椅床"
"广东博智林机器人有限公司"	"CN201910986716.6"	"2020.01.17"	"一体式联动轮椅床"
"广东博智林机器人有限公司"	"CN201910986716.6"	"2020.01.17"	"一体式联动轮椅床"
"厦门市物联网产业研究院有限公司"	"CN201920906927.X"	"2020.01.17"	"一种智农水肥一体独立子阀控制装置"
"北京潞电电气设备有限公司"	"CN201910994027.X"	"2020.01.24"	"一种箱变车智能运维监测方法及装置"
"鞍钢集团自动化有限公司"	"CN201910940926.1"	"2020.01.24"	"一种电机全生命周期管控系统"
"深圳市卡达斯物联网技术有限公司"	"CN201930413349.1"	"2020.01.24"	"数模双备份话筒"
"墨子(深圳)人工智能技术有限公司"	"CN201911177529.X"	"2020.01.24"	"一种用于学习训练的智能装置及实现方法"
"广州宝雅智能科技有限公司"	"CN201921220039.9"	"2020.01.31"	"一种基于LORA协议的物联网设备控制与管理系统"
"平安国际智慧城市科技股份有限公司"	"CN201910846126.3"	"2020.01.31"	"基于人工智能拍摄驾驶证的方法、装置、设备及存储介质"
"华育昌(肇庆)智能科技研究有限公司"	"CN201911101227.4"	"2020.02.04"	"一种适用于新能源汽车的电池外壳的新型材料"
"平安国际智慧城市科技股份有限公司"	"CN201910850202.8"	"2020.02.04"	"一种路段拥堵测量方法、装置、计算机设备及存储介质"
"沃优科技有限公司"	"CN201911053129.8"	"2020.02.14"	"一种基于物联网的可燃气体探测报警装置"
"沃优科技有限公司"	"CN201911053118.X"	"2020.02.14"	"基于物联网用于石油勘探的智能钻探设备"
"重庆平创半导体研究院有限责任公司"	"CN201911180212.1"	"2020.02.21"	"焊膏和焊膏的制备方法"
"华育昌(肇庆)智能科技研究有限公司"	"CN201911103269.1"	"2020.02.21"	"基于人工智能的车辆能源管理系统"
"广东博智林机器人有限公司"	"CN201911080157.9"	"2020.02.28"	"一种空间排布方案的生成方法及装置"
"广东博智林机器人有限公司"	"CN201911080157.9"	"2020.02.28"	"一种空间排布方案的生成方法及装置"
"广东博智林机器人有限公司"	"CN201911080157.9"	"2020.02.28"	"一种空间排布方案的生成方法及装置"
"墨子(深圳)人工智能技术有限公司"	"CN201911177528.5"	"2020.02.28"	"一种基于作业辅导和批改的智能装置"
"蚂蚁新能源科技(天津)有限公司"	"CN201921010068.2"	"2020.02.28"	"一种锂电池防水结构"
"浙江大搜车软件技术有限公司"	"CN201910983303.2"	"2020.02.28"	"流数据处理方法、装置、计算机设备和存储介质"
"浙江大搜车软件技术有限公司"	"CN201910983303.2"	"2020.02.28"	"流数据处理方法、装置、计算机设备和存储介质"
"深圳市格灵人工智能与机器人研究院有限公司"	"CN201920971137.X"	"2020.03.10"	"一种RFID终端及远程监控系统"
"华育昌(肇庆)智能科技研究有限公司"	"CN201911139188.7"	"2020.03.24"	"计算机用的人工智能信息过滤系统"
"平安国际智慧城市科技股份有限公司"	"CN201910968110.X"	"2020.03.24"	"病历检测方法、装置、设备和存储介质"
"浙江金开物联网科技有限公司"	"CN201911236660.9"	"2020.03.27"	"一种电动车铅酸电池组保护模块"
"浙江金开物联网科技有限公司"	"CN201911236657.7"	"2020.03.27"	"一种电动车模块化智能电控系统"
"平安国际智慧城市科技股份有限公司"	"CN201910967836.1"	"2020.03.27"	"基于机器学习的智能语言学习方法、系统、装置及介质"
"南方电网数字电网研究院有限公司"	"CN201911268589.2"	"2020.03.31"	"电力系统的多租户数据处理系统、方法和装置"
"中德人工智能研究院有限公司"	"CN201911318191.5"	"2020.04.07"	"三维建模快速空间重构的方法及系统"
"平安国际智慧城市科技股份有限公司"	"CN201911371823.4"	"2020.04.07"	"参数自动调节方法、装置及计算机可读存储介质"
"广东臻鼎环境科技有限公司"	"CN201911337527.2"	"2020.04.17"	"一种酸性蚀刻废液的处理方法"
