"机构名称(中文)"	"机构ID"	"apply_numb"	"notice_date"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320053124.7"	"2013.07.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320088224.3"	"2013.07.24"
"上海新时达电气股份有限公司"	"T000028130"	"CN201220709324.9"	"2013.07.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320070513.0"	"2013.07.31"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201330074605.1"	"2013.07.10"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201310072281.7"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320043017.6"	"2013.08.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310191908.0"	"2013.08.21"
"环旭电子股份有限公司"	"T000056421"	"CN201310132670.4"	"2013.08.07"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201310055154.6"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310148172.9"	"2013.08.07"
"中国工商银行股份有限公司"	"03132119"	"CN201310157618.4"	"2013.08.28"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310124738.4"	"2013.08.21"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310145681.6"	"2013.08.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310205958.X"	"2013.08.21"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310133426.X"	"2013.08.21"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320058276.6"	"2013.08.21"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330024555.6"	"2013.08.07"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320058295.9"	"2013.08.21"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320137588.6"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320124233.3"	"2013.08.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310186795.5"	"2013.08.28"
"立昂技术股份有限公司"	"T000271182"	"CN201320071390.2"	"2013.08.14"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310162722.2"	"2013.08.28"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320052240.7"	"2013.08.07"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310181206.4"	"2013.08.21"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750352.5"	"2013.08.07"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750118.2"	"2013.08.07"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201310072457.9"	"2013.08.21"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750351.0"	"2013.08.07"
"深圳邦健生物医疗设备股份有限公司"	"T000083592"	"CN201310183629.X"	"2013.08.14"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310144350.0"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320124141.5"	"2013.08.21"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320124140.0"	"2013.08.21"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201220742012.8"	"2013.08.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320118565.0"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320125122.4"	"2013.08.21"
"北京兆易创新科技股份有限公司"	"T000125448"	"CN201210027573.4"	"2013.08.14"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320041326.X"	"2013.08.28"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320114308.X"	"2013.08.07"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320100628.X"	"2013.08.28"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220749844.2"	"2013.08.07"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750337.0"	"2013.08.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320051627.0"	"2013.08.07"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220749818.X"	"2013.08.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310148071.1"	"2013.08.14"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220749861.6"	"2013.08.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330069127.5"	"2013.08.07"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310181394.0"	"2013.08.07"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310155514.X"	"2013.08.21"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201220715555.0"	"2013.08.21"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310156762.6"	"2013.08.14"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201220694703.5"	"2013.08.07"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310170645.5"	"2013.08.21"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750508.X"	"2013.08.07"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320130987.X"	"2013.08.14"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310212540.1"	"2013.08.28"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220749842.3"	"2013.08.07"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201330093498.7"	"2013.08.07"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310141745.5"	"2013.08.21"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310145225.1"	"2013.08.07"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320036388.1"	"2013.08.21"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201310055129.8"	"2013.08.14"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310187143.3"	"2013.08.14"
"京东方科技集团股份有限公司"	"01002725"	"CN201310158396.8"	"2013.08.07"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201220701052.8"	"2013.08.14"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320058277.0"	"2013.08.21"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330068783.3"	"2013.08.07"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320041299.6"	"2013.08.14"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320026957.4"	"2013.08.14"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320055383.3"	"2013.08.14"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201220417562.2"	"2013.08.14"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320080014.X"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320089355.3"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320089489.5"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320113064.3"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320123681.1"	"2013.08.07"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750335.1"	"2013.08.07"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750507.5"	"2013.08.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310153880.1"	"2013.08.14"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320042035.2"	"2013.08.14"
"立昂技术股份有限公司"	"T000271182"	"CN201320071391.7"	"2013.08.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310146068.6"	"2013.08.07"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320048109.3"	"2013.09.25"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320219022.8"	"2013.09.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320210568.7"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320213014.2"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320213037.3"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320209085.5"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320209423.5"	"2013.09.18"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310192071.1"	"2013.09.11"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201210076265.0"	"2013.09.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310273907.0"	"2013.09.25"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320219185.6"	"2013.09.04"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201330158913.2"	"2013.09.11"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320209460.6"	"2013.09.18"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201310231294.4"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320219004.X"	"2013.09.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310280276.5"	"2013.09.18"
"珠海市乐通化工股份有限公司"	"T000026128"	"CN201310292752.5"	"2013.09.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310170487.3"	"2013.09.11"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320206246.5"	"2013.09.18"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201330118747.3"	"2013.09.18"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310213411.4"	"2013.09.11"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310275783.X"	"2013.09.11"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310209413.6"	"2013.09.18"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320109000.6"	"2013.09.18"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201210057491.4"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330191713.7"	"2013.09.25"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310180894.2"	"2013.09.25"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201310269317.0"	"2013.09.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201330159100.5"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320210567.2"	"2013.09.18"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310192719.5"	"2013.09.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330231960.5"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320219126.9"	"2013.09.04"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310262156.2"	"2013.09.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310102993.9"	"2013.09.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320219127.3"	"2013.09.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320173473.2"	"2013.09.11"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320108448.6"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320209527.6"	"2013.09.18"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310192671.8"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310235115.4"	"2013.09.04"
"中兴通讯股份有限公司"	"01000063"	"CN201210395212.5"	"2013.09.18"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310182633.4"	"2013.09.18"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310277933.0"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320213238.3"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310250105.8"	"2013.09.18"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN201320126966.0"	"2013.09.11"
"国民技术股份有限公司"	"T000027294"	"CN201320102156.1"	"2013.09.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310249726.4"	"2013.09.18"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310299786.7"	"2013.09.25"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310264583.4"	"2013.09.25"
"京东方科技集团股份有限公司"	"01002725"	"CN201310193797.7"	"2013.09.11"
"上海建工集团股份有限公司"	"02600170"	"CN201220630304.2"	"2013.09.25"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320209055.4"	"2013.09.18"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310257534.8"	"2013.09.11"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320213198.2"	"2013.09.18"
"安泰科技股份有限公司"	"00049397"	"CN201310247380.4"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320213056.6"	"2013.09.18"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320140660.0"	"2013.09.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310139826.1"	"2013.09.04"
"重庆川仪自动化股份有限公司"	"T000058707"	"CN201230664326.6"	"2013.09.04"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310242174.4"	"2013.09.25"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310244205.X"	"2013.09.04"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320206247.X"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320213367.2"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320222627.2"	"2013.09.25"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320209486.0"	"2013.09.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330215771.9"	"2013.09.04"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310306317.3"	"2013.10.09"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310284016.5"	"2013.10.16"
"北京旋极信息技术股份有限公司"	"T000055636"	"CN201310298338.5"	"2013.10.09"
"上海贝岭股份有限公司"	"02600171"	"CN201310204898.X"	"2013.10.02"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310233970.1"	"2013.10.09"
"金徽酒股份有限公司"	"T000126517"	"CN201320165435.2"	"2013.10.02"
"北京辰安科技股份有限公司"	"T000125217"	"CN201310314535.1"	"2013.10.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201210132176.3"	"2013.10.30"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320262477.8"	"2013.10.30"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201210490144.0"	"2013.10.09"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320309488.7"	"2013.10.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310281314.9"	"2013.10.02"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320294129.9"	"2013.10.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320261659.3"	"2013.10.02"
"天泽信息产业股份有限公司"	"T000040614"	"CN201310299936.4"	"2013.10.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310288226.1"	"2013.10.23"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750480.X"	"2013.10.02"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310190428.2"	"2013.10.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320216445.4"	"2013.10.02"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320216722.1"	"2013.10.02"
"烽火通信科技股份有限公司"	"03130024"	"CN201310308309.2"	"2013.10.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320282330.5"	"2013.10.30"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750133.7"	"2013.10.02"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201220737818.8"	"2013.10.30"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320283703.0"	"2013.10.30"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310262291.7"	"2013.10.09"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201310343305.8"	"2013.10.23"
"福建博思软件股份有限公司"	"T000122931"	"CN201210429994.X"	"2013.10.30"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201310343314.7"	"2013.10.23"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220749837.2"	"2013.10.02"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220750120.X"	"2013.10.02"
"厦门乾照光电股份有限公司"	"T000027781"	"CN201310271461.8"	"2013.10.09"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320267232.4"	"2013.10.23"
"京东方科技集团股份有限公司"	"01002725"	"CN201310272317.6"	"2013.10.23"
"舒泰神(北京)生物制药股份有限公司"	"T000035719"	"CN201210125986.6"	"2013.10.30"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310317799.2"	"2013.10.09"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201220749855.0"	"2013.10.02"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310211305.2"	"2013.10.02"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310243350.6"	"2013.10.09"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310253962.3"	"2013.10.09"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310277942.X"	"2013.10.09"
"京东方科技集团股份有限公司"	"01002725"	"CN201310269381.9"	"2013.10.16"
"烽火通信科技股份有限公司"	"03130024"	"CN201310320187.9"	"2013.10.23"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310315925.0"	"2013.10.09"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310264419.3"	"2013.10.09"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320301460.9"	"2013.10.30"
"中兴通讯股份有限公司"	"01000063"	"CN201210081932.4"	"2013.10.23"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310322205.7"	"2013.11.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310326547.6"	"2013.11.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320268019.5"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320378618.2"	"2013.11.27"
"沈阳新松医疗科技股份有限公司"	"T000148930"	"CN201320174617.6"	"2013.11.27"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310285950.9"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320282668.0"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330232289.6"	"2013.11.27"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310342454.2"	"2013.11.27"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320294966.1"	"2013.11.13"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320294924.8"	"2013.11.06"
"海洋王照明科技股份有限公司"	"T000058531"	"CN201180067351.9"	"2013.11.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320362523.1"	"2013.11.27"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201310343223.3"	"2013.11.20"
"上海贝岭股份有限公司"	"02600171"	"CN201320300491.2"	"2013.11.06"
"深圳市通产丽星股份有限公司"	"03134739"	"CN201110458375.9"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320296875.1"	"2013.11.06"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310328661.2"	"2013.11.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320306290.3"	"2013.11.27"
"上海嘉麟杰纺织品股份有限公司"	"T000028334"	"CN201310306850.X"	"2013.11.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320305979.4"	"2013.11.27"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201210134704.9"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320360650.8"	"2013.11.27"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320362533.5"	"2013.11.27"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320376535.X"	"2013.11.27"
"山东大正医疗器械股份有限公司"	"T000141574"	"CN201320315970.1"	"2013.11.20"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310345687.8"	"2013.11.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320260885.X"	"2013.11.06"
"成都卫士通信息产业股份有限公司"	"00076772"	"CN201310324359.X"	"2013.11.20"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310293517.X"	"2013.11.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320275240.3"	"2013.11.06"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310306230.6"	"2013.11.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320354712.4"	"2013.11.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320378583.2"	"2013.11.27"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310342467.X"	"2013.11.20"
"曙光信息产业股份有限公司"	"00057892"	"CN201310265092.1"	"2013.11.20"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201320274527.4"	"2013.11.06"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201320194408.8"	"2013.11.06"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201310269850.7"	"2013.11.27"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320375117.9"	"2013.11.27"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310347717.9"	"2013.11.27"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320310448.4"	"2013.11.06"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201310268929.8"	"2013.11.27"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320367069.9"	"2013.11.27"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320260441.6"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320275250.7"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320295664.6"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320178829.1"	"2013.11.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320271520.7"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320267420.7"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320263932.6"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320270840.0"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320309618.7"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320337435.6"	"2013.11.06"
"深圳市通产丽星股份有限公司"	"03134739"	"CN201110459665.5"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320260440.1"	"2013.11.06"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320294941.1"	"2013.11.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320264073.2"	"2013.11.06"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320371012.6"	"2014.01.01"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310342466.5"	"2013.12.11"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320455779.7"	"2013.12.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310371971.2"	"2013.12.11"
"珠海格力电器股份有限公司"	"01000651"	"CN201210232023.6"	"2014.01.22"
"中兴通讯股份有限公司"	"01000063"	"CN201210181009.8"	"2013.12.18"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320495162.8"	"2014.01.01"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320407097.9"	"2013.12.11"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201330435705.2"	"2014.01.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320363698.4"	"2013.12.11"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320446859.6"	"2013.12.25"
"江苏云意电气股份有限公司"	"T000056384"	"CN201320473309.3"	"2013.12.25"
"珠海和佳医疗设备股份有限公司"	"T000051930"	"CN201330093351.8"	"2014.01.08"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310398156.5"	"2013.12.18"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310472490.0"	"2014.01.22"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201320058211.1"	"2013.12.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320363373.6"	"2013.12.11"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330332223.4"	"2014.01.01"
"宁波康强电子股份有限公司"	"03133306"	"CN201310455725.5"	"2014.01.08"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201330254220.3"	"2013.12.04"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201310350686.2"	"2013.12.04"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320350049.0"	"2014.01.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320388141.6"	"2013.12.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330332222.X"	"2014.01.01"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310414110.8"	"2014.01.29"
"北京旋极信息技术股份有限公司"	"T000055636"	"CN201320403554.7"	"2013.12.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201330298553.6"	"2013.12.11"
"舒泰神(北京)生物制药股份有限公司"	"T000035719"	"CN201210228177.8"	"2014.01.22"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201210233752.3"	"2014.01.22"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310411493.3"	"2014.01.15"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201320329638.0"	"2014.01.29"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310485830.3"	"2014.01.15"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310371678.6"	"2013.12.18"
"宁波康强电子股份有限公司"	"03133306"	"CN201310455710.9"	"2014.01.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320439493.X"	"2014.01.01"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310309455.7"	"2013.12.11"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320424820.4"	"2014.01.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320361636.X"	"2013.12.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201330436036.0"	"2014.01.01"
"京东方科技集团股份有限公司"	"01002725"	"CN201310528849.1"	"2014.01.22"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201310410849.1"	"2013.12.11"
"白银有色集团股份有限公司"	"T000034977"	"CN201320278921.5"	"2013.12.04"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310424168.0"	"2014.01.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310514448.0"	"2014.01.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201310433420.4"	"2014.01.15"
"中兴通讯股份有限公司"	"01000063"	"CN201210229807.3"	"2014.01.22"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201320384946.3"	"2013.12.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320387869.7"	"2013.12.25"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320447103.3"	"2013.12.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310398357.5"	"2013.12.18"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201320441016.7"	"2013.12.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201330435706.7"	"2014.01.08"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320456301.6"	"2013.12.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201210192840.3"	"2014.01.01"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310290690.4"	"2013.12.04"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201310253418.9"	"2013.12.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201320340353.7"	"2013.12.11"
"中兴通讯股份有限公司"	"01000063"	"CN201210190852.2"	"2014.01.01"
